Customernumber,Fleng,Fwidth,Quantity
data3_ORD_000134,440.5,471.0,1
data3_ORD_000135,429.0,351.0,1
data3_ORD_000136,2040.0,544.0,1
data3_ORD_000137,861.5,302.0,1
data3_ORD_000138,2055.0,330.0,1
data3_ORD_000139,2055.0,547.0,1
data3_ORD_000140,733.0,360.0,1
data3_ORD_000141,1009.0,543.0,1
data3_ORD_000142,2150.0,544.0,1
data3_ORD_000143,477.0,531.0,1
data3_ORD_000144,844.0,433.0,1
data3_ORD_000145,180.0,1094.0,1
data3_ORD_000146,762.0,329.0,1
data3_ORD_000147,2375.0,364.0,1
data3_ORD_000148,530.0,200.0,1
data3_ORD_000149,814.0,331.0,1
data3_ORD_000150,812.0,543.0,1
data3_ORD_000151,393.0,546.0,1
data3_ORD_000152,2090.0,452.0,1
data3_ORD_000153,733.0,350.0,1
data3_ORD_000154,845.0,330.0,1
data3_ORD_000155,895.0,330.0,1
data3_ORD_000156,989.0,553.0,1
data3_ORD_000157,401.0,363.0,1
data3_ORD_000158,769.0,513.0,1
data3_ORD_000159,1301.0,411.0,1
data3_ORD_000160,397.0,543.0,1
data3_ORD_000161,400.0,200.0,1
data3_ORD_000162,860.0,323.0,1
data3_ORD_000163,857.0,543.0,1
data3_ORD_000164,580.0,554.0,1
data3_ORD_000165,580.0,560.0,1
data3_ORD_000166,580.0,554.0,1
data3_ORD_000167,814.0,331.0,1
data3_ORD_000168,430.0,544.0,1
data3_ORD_000169,769.0,513.0,1
data3_ORD_000170,769.0,513.0,1
data3_ORD_000171,877.0,543.0,1
data3_ORD_000172,2000.0,544.0,1
data3_ORD_000173,899.0,543.0,1
data3_ORD_000174,844.0,433.0,1
data3_ORD_000175,913.0,543.0,1
data3_ORD_000176,813.0,350.0,1
data3_ORD_000177,635.0,562.0,1
data3_ORD_000178,2114.0,561.0,1
data3_ORD_000179,401.0,363.0,1
data3_ORD_000180,814.0,331.0,1
data3_ORD_000181,876.0,353.0,1
data3_ORD_000182,869.0,313.0,1
data3_ORD_000183,869.0,313.0,1
data3_ORD_000184,415.0,543.0,1
data3_ORD_000185,1731.5,499.5,1
data3_ORD_000186,1028.5,302.0,1
data3_ORD_000187,470.0,544.0,1
data3_ORD_000188,2055.0,573.0,1
data3_ORD_000189,600.0,382.0,1
data3_ORD_000190,519.0,543.0,1
data3_ORD_000191,941.0,463.0,1
data3_ORD_000192,877.0,543.0,1
data3_ORD_000193,564.0,556.0,1
data3_ORD_000194,445.0,604.0,1
data3_ORD_000195,2040.0,544.0,1
data3_ORD_000196,1500.0,725.0,1
data3_ORD_000197,876.0,353.0,1
data3_ORD_000198,539.0,311.0,1
data3_ORD_000199,419.0,553.0,1
data3_ORD_000200,1301.0,411.0,1
data3_ORD_000201,941.0,60.0,1
data3_ORD_000202,696.5,326.5,1
data3_ORD_000203,1866.5,401.5,1
data3_ORD_000204,1545.0,444.5,1
data3_ORD_000205,655.0,733.0,1
data3_ORD_000206,844.0,433.0,1
data3_ORD_000207,1980.0,350.0,1
data3_ORD_000208,524.0,543.0,1
data3_ORD_000209,564.0,574.0,1
data3_ORD_000210,1979.5,539.0,1
data3_ORD_000211,369.0,513.0,1
data3_ORD_000212,814.0,331.0,1
data3_ORD_000213,821.0,543.0,1
data3_ORD_000214,655.0,501.0,1
data3_ORD_000215,795.0,856.5,1
data3_ORD_000216,730.0,544.0,1
data3_ORD_000217,908.0,543.0,1
data3_ORD_000218,690.0,544.0,1
data3_ORD_000219,453.0,541.0,1
data3_ORD_000220,152.5,542.0,1
data3_ORD_000221,812.0,543.0,1
data3_ORD_000222,990.0,300.0,1
data3_ORD_000223,326.0,430.0,1
data3_ORD_000224,1413.0,769.5,1
data3_ORD_000225,764.0,572.0,1
data3_ORD_000226,832.0,764.0,1
data3_ORD_000227,889.0,553.0,1
data3_ORD_000228,957.0,543.0,1
data3_ORD_000229,1377.0,343.0,1
data3_ORD_000230,973.0,543.0,1
data3_ORD_000231,2400.0,520.0,1
data3_ORD_000232,298.0,573.0,1
data3_ORD_000233,889.0,553.0,1
data3_ORD_000234,482.0,550.0,1
data3_ORD_000235,973.0,543.0,1
data3_ORD_000236,834.0,268.0,1
data3_ORD_000237,913.0,543.0,1
data3_ORD_000238,2040.0,450.0,1
data3_ORD_000239,539.0,311.0,1
data3_ORD_000240,415.0,543.0,1
data3_ORD_000241,771.0,343.0,1
data3_ORD_000242,1644.0,553.0,1
data3_ORD_000243,925.0,280.0,1
data3_ORD_000244,1644.0,553.0,1
data3_ORD_000245,813.0,551.0,1
data3_ORD_000246,2420.0,364.0,1
data3_ORD_000247,764.0,535.0,1
data3_ORD_000248,1865.0,544.0,1
data3_ORD_000249,745.0,544.0,1
data3_ORD_000250,429.5,541.0,1
data3_ORD_000251,870.0,225.0,1
data3_ORD_000252,694.0,803.5,1
data3_ORD_000253,753.0,603.0,1
data3_ORD_000254,770.0,324.0,1
data3_ORD_000255,1028.5,302.0,1
data3_ORD_000256,412.0,313.0,1
data3_ORD_000257,813.0,546.0,1
data3_ORD_000258,424.0,301.0,1
data3_ORD_000259,401.0,363.0,1
data3_ORD_000260,2090.0,554.0,1
data3_ORD_000261,519.0,543.0,1
data3_ORD_000262,732.5,389.0,1
data3_ORD_000263,2340.0,514.0,1
data3_ORD_000264,833.0,826.5,1
data3_ORD_000265,655.0,530.0,1
data3_ORD_000266,861.5,272.0,1
data3_ORD_000267,1606.0,560.0,1
data3_ORD_000268,875.0,554.0,1
data3_ORD_000269,343.5,342.0,1
data3_ORD_000270,2040.0,476.0,1
data3_ORD_000271,200.0,344.0,1
data3_ORD_000272,564.0,559.0,1
data3_ORD_000273,874.5,563.5,1
data3_ORD_000274,672.0,363.0,1
data3_ORD_000275,832.0,554.0,1
data3_ORD_000276,755.0,574.0,1
data3_ORD_000277,2045.0,544.0,1
data3_ORD_000278,425.0,344.0,1
data3_ORD_000279,435.0,543.0,1
data3_ORD_000280,941.0,543.0,1
data3_ORD_000281,415.0,543.0,1
data3_ORD_000282,424.0,301.0,1
data3_ORD_000283,748.5,808.5,1
data3_ORD_000284,401.0,363.0,1
data3_ORD_000285,769.0,513.0,1
data3_ORD_000286,232.0,360.0,1
data3_ORD_000287,2055.0,560.0,1
data3_ORD_000288,672.0,363.0,1
data3_ORD_000289,450.0,281.0,1
data3_ORD_000290,779.0,323.0,1
data3_ORD_000291,397.0,543.0,1
data3_ORD_000292,424.5,279.0,1
data3_ORD_000293,769.0,513.0,1
data3_ORD_000294,478.0,293.0,1
data3_ORD_000295,1019.0,528.0,1
data3_ORD_000296,1413.0,261.0,1
data3_ORD_000297,672.0,363.0,1
data3_ORD_000298,2045.0,544.0,1
data3_ORD_000299,482.0,550.0,1
data3_ORD_000300,877.0,543.0,1
data3_ORD_000301,600.5,587.0,1
data3_ORD_000302,882.0,620.0,1
data3_ORD_000303,844.0,433.0,1
data3_ORD_000304,913.0,543.0,1
data3_ORD_000305,776.5,330.0,1
data3_ORD_000306,1730.0,350.0,1
data3_ORD_000307,1730.0,350.0,1
data3_ORD_000308,813.0,546.0,1
data3_ORD_000309,450.0,573.0,1
data3_ORD_000310,1897.0,762.0,1
data3_ORD_000311,2340.0,514.0,1
data3_ORD_000312,769.0,513.0,1
data3_ORD_000313,161.5,317.0,1
data3_ORD_000314,799.5,340.0,1
data3_ORD_000315,465.0,343.0,1
data3_ORD_000316,501.0,481.0,1
data3_ORD_000317,316.0,300.0,1
data3_ORD_000318,518.0,554.0,1
data3_ORD_000319,2260.0,184.0,1
data3_ORD_000320,443.0,543.0,1
data3_ORD_000321,730.0,544.0,1
data3_ORD_000322,730.0,544.0,1
data3_ORD_000323,753.0,603.0,1
data3_ORD_000324,690.0,544.0,1
data3_ORD_000325,2040.0,544.0,1
data3_ORD_000326,1565.0,304.0,1
data3_ORD_000327,2040.0,544.0,1
data3_ORD_000328,857.0,543.0,1
data3_ORD_000329,2114.0,180.0,1
data3_ORD_000330,415.0,543.0,1
data3_ORD_000331,414.0,553.0,1
data3_ORD_000332,214.0,338.0,1
data3_ORD_000333,804.0,181.0,1
data3_ORD_000334,812.0,543.0,1
data3_ORD_000335,406.0,339.0,1
data3_ORD_000336,200.0,370.0,1
data3_ORD_000337,1413.0,273.0,1
data3_ORD_000338,875.0,554.0,1
data3_ORD_000339,672.0,363.0,1
data3_ORD_000340,674.5,552.0,1
data3_ORD_000341,443.0,543.0,1
data3_ORD_000342,443.0,543.0,1
data3_ORD_000343,776.5,330.0,1
data3_ORD_000344,934.0,331.0,1
data3_ORD_000345,857.0,543.0,1
data3_ORD_000346,453.0,541.0,1
data3_ORD_000347,812.0,543.0,1
data3_ORD_000348,419.5,279.0,1
data3_ORD_000349,908.0,543.0,1
data3_ORD_000350,412.0,323.0,1
data3_ORD_000351,460.0,544.0,1
data3_ORD_000352,440.5,541.0,1
data3_ORD_000353,690.0,450.0,1
data3_ORD_000354,415.0,543.0,1
data3_ORD_000355,2040.0,544.0,1
data3_ORD_000356,857.0,543.0,1
data3_ORD_000357,762.0,825.0,1
data3_ORD_000358,1430.0,370.0,1
data3_ORD_000359,931.0,431.0,1
data3_ORD_000360,839.0,363.0,1
data3_ORD_000361,460.0,544.0,1
data3_ORD_000362,564.0,574.0,1
data3_ORD_000363,896.0,261.0,1
data3_ORD_000364,896.0,279.0,1
data3_ORD_000365,857.0,543.0,1
data3_ORD_000366,314.0,411.0,1
data3_ORD_000367,539.0,331.0,1
data3_ORD_000368,733.0,350.0,1
data3_ORD_000369,812.0,543.0,1
data3_ORD_000370,487.7,291.0,1
data3_ORD_000371,576.0,620.0,1
data3_ORD_000372,199.5,587.0,1
data3_ORD_000373,400.0,547.0,1
data3_ORD_000374,1732.0,303.0,1
data3_ORD_000375,394.9,351.0,1
data3_ORD_000376,401.0,363.0,1
data3_ORD_000377,580.0,560.0,1
data3_ORD_000378,493.0,803.5,1
data3_ORD_000379,678.0,448.0,1
data3_ORD_000380,655.0,530.0,1
data3_ORD_000381,351.0,330.0,1
data3_ORD_000382,2322.0,294.0,1
data3_ORD_000383,975.0,274.0,1
data3_ORD_000384,938.0,272.0,1
data3_ORD_000385,1413.0,273.0,1
data3_ORD_000386,832.0,300.0,1
data3_ORD_000387,1377.0,543.0,1
data3_ORD_000388,435.0,543.0,1
data3_ORD_000389,690.0,544.0,1
data3_ORD_000390,519.0,303.0,1
data3_ORD_000391,539.0,331.0,1
data3_ORD_000392,775.0,280.0,1
data3_ORD_000393,524.0,543.0,1
data3_ORD_000394,925.0,310.0,1
data3_ORD_000395,412.0,323.0,1
data3_ORD_000396,412.0,323.0,1
data3_ORD_000397,845.0,330.0,1
data3_ORD_000398,401.0,363.0,1
data3_ORD_000399,519.0,331.0,1
data3_ORD_000400,414.0,553.0,1
data3_ORD_000401,1094.0,561.0,1
data3_ORD_000402,539.0,331.0,1
data3_ORD_000403,414.0,553.0,1
data3_ORD_000404,543.0,328.0,1
data3_ORD_000405,2240.5,292.0,1
data3_ORD_000406,405.0,339.0,1
data3_ORD_000407,564.0,553.0,1
data3_ORD_000408,957.0,543.0,1
data3_ORD_000409,745.0,544.0,1
data3_ORD_000410,924.0,525.0,1
data3_ORD_000411,764.0,535.0,1
data3_ORD_000412,2045.0,544.0,1
data3_ORD_000413,2000.0,544.0,1
data3_ORD_000414,443.0,421.0,1
data3_ORD_000415,919.0,423.0,1
data3_ORD_000416,443.0,421.0,1
data3_ORD_000417,888.0,358.0,1
data3_ORD_000418,738.0,895.5,1
data3_ORD_000419,857.0,543.0,1
data3_ORD_000420,519.0,331.0,1
data3_ORD_000421,813.0,546.0,1
data3_ORD_000422,857.0,543.0,1
data3_ORD_000423,2090.0,554.0,1
data3_ORD_000424,1380.0,814.0,1
data3_ORD_000425,800.0,536.0,1
data3_ORD_000426,1690.0,544.0,1
data3_ORD_000427,867.0,281.0,1
data3_ORD_000428,804.0,543.0,1
data3_ORD_000429,672.0,363.0,1
data3_ORD_000430,745.0,544.0,1
data3_ORD_000431,386.0,536.0,1
data3_ORD_000432,755.0,544.0,1
data3_ORD_000433,161.5,337.0,1
data3_ORD_000434,2363.0,449.0,1
data3_ORD_000435,456.0,271.0,1
data3_ORD_000436,2420.0,364.0,1
data3_ORD_000437,780.0,498.0,1
data3_ORD_000438,857.0,299.0,1
data3_ORD_000439,832.0,300.0,1
data3_ORD_000440,1783.0,334.0,1
data3_ORD_000441,671.0,359.0,1
data3_ORD_000442,1560.0,343.0,1
data3_ORD_000443,401.0,554.0,1
data3_ORD_000444,2420.0,344.0,1
data3_ORD_000445,878.0,299.0,1
data3_ORD_000446,973.0,543.0,1
data3_ORD_000447,460.0,544.0,1
data3_ORD_000448,908.0,543.0,1
data3_ORD_000449,160.0,428.0,1
data3_ORD_000450,600.0,382.0,1
data3_ORD_000451,827.0,206.0,1
data3_ORD_000452,624.0,543.0,1
data3_ORD_000453,2045.0,560.0,1
data3_ORD_000454,477.0,531.0,1
data3_ORD_000455,1704.0,393.0,1
data3_ORD_000456,869.0,313.0,1
data3_ORD_000457,443.0,543.0,1
data3_ORD_000458,539.0,331.0,1
data3_ORD_000459,470.0,544.0,1
data3_ORD_000460,412.0,323.0,1
data3_ORD_000461,414.0,330.0,1
data3_ORD_000462,386.0,536.0,1
data3_ORD_000463,2085.0,359.0,1
data3_ORD_000464,672.0,363.0,1
data3_ORD_000465,1555.5,804.0,1
data3_ORD_000466,745.0,544.0,1
data3_ORD_000467,2040.0,544.0,1
data3_ORD_000468,2000.0,544.0,1
data3_ORD_000469,452.0,471.0,1
data3_ORD_000470,363.0,603.0,1
data3_ORD_000471,1300.0,340.0,1
data3_ORD_000472,2055.0,537.0,1
data3_ORD_000473,2322.0,294.0,1
data3_ORD_000474,925.0,280.0,1
data3_ORD_000475,804.0,531.0,1
data3_ORD_000476,957.0,543.0,1
data3_ORD_000477,957.0,543.0,1
data3_ORD_000478,770.0,544.0,1
data3_ORD_000479,2375.0,330.0,1
data3_ORD_000480,200.0,732.0,1
data3_ORD_000481,477.0,531.0,1
data3_ORD_000482,526.0,580.0,1
data3_ORD_000483,774.0,183.0,1
data3_ORD_000484,913.0,543.0,1
data3_ORD_000485,440.5,541.0,1
data3_ORD_000486,888.0,358.0,1
data3_ORD_000487,2040.0,360.0,1
data3_ORD_000488,762.0,700.0,1
data3_ORD_000489,575.0,544.0,1
data3_ORD_000490,1301.0,975.0,1
data3_ORD_000491,839.0,363.0,1
data3_ORD_000492,839.0,363.0,1
data3_ORD_000493,414.0,553.0,1
data3_ORD_000494,2340.0,514.0,1
data3_ORD_000495,1301.0,411.0,1
data3_ORD_000496,326.0,430.0,1
data3_ORD_000497,2322.0,294.0,1
data3_ORD_000498,405.0,339.0,1
data3_ORD_000499,804.0,543.0,1
data3_ORD_000500,655.0,500.0,1
data3_ORD_000501,973.0,543.0,1
data3_ORD_000502,730.0,476.0,1
data3_ORD_000503,2040.0,544.0,1
data3_ORD_000504,730.0,544.0,1
data3_ORD_000505,2040.0,544.0,1
data3_ORD_000506,941.0,543.0,1
data3_ORD_000507,400.0,382.0,1
data3_ORD_000508,400.0,382.0,1
data3_ORD_000509,896.0,351.0,1
data3_ORD_000510,1565.0,310.0,1
data3_ORD_000511,354.0,333.0,1
data3_ORD_000512,957.0,543.0,1
data3_ORD_000513,833.5,863.5,1
data3_ORD_000514,429.5,541.0,1
data3_ORD_000515,908.0,543.0,1
data3_ORD_000516,2326.0,575.0,1
data3_ORD_000517,844.0,433.0,1
data3_ORD_000518,919.0,423.0,1
data3_ORD_000519,774.0,183.0,1
data3_ORD_000520,414.0,521.0,1
data3_ORD_000521,864.0,553.0,1
data3_ORD_000522,867.0,299.0,1
data3_ORD_000523,827.0,206.0,1
data3_ORD_000524,672.0,363.0,1
data3_ORD_000525,526.0,299.0,1
data3_ORD_000526,1775.0,753.0,1
data3_ORD_000527,354.0,333.0,1
data3_ORD_000528,460.0,544.0,1
data3_ORD_000529,899.0,543.0,1
data3_ORD_000530,1732.0,303.0,1
data3_ORD_000531,519.0,331.0,1
data3_ORD_000532,419.0,553.0,1
data3_ORD_000533,682.0,430.0,1
data3_ORD_000534,2055.0,543.0,1
data3_ORD_000535,200.0,344.0,1
data3_ORD_000536,771.0,343.0,1
data3_ORD_000537,564.0,541.0,1
data3_ORD_000538,832.0,300.0,1
data3_ORD_000539,435.0,543.0,1
data3_ORD_000540,973.0,473.0,1
data3_ORD_000541,770.0,480.0,1
data3_ORD_000542,415.0,543.0,1
data3_ORD_000543,2055.0,314.0,1
data3_ORD_000544,414.0,553.0,1
data3_ORD_000545,214.0,338.0,1
data3_ORD_000546,465.0,407.0,1
data3_ORD_000547,814.0,331.0,1
data3_ORD_000548,430.0,544.0,1
data3_ORD_000549,812.0,543.0,1
data3_ORD_000550,478.0,293.0,1
data3_ORD_000551,470.0,550.0,1
data3_ORD_000552,857.0,543.0,1
data3_ORD_000553,857.0,301.0,1
data3_ORD_000554,351.0,330.0,1
data3_ORD_000555,414.0,553.0,1
data3_ORD_000556,814.0,331.0,1
data3_ORD_000557,2414.0,370.0,1
data3_ORD_000558,384.0,553.0,1
data3_ORD_000559,672.0,363.0,1
data3_ORD_000560,745.0,550.0,1
data3_ORD_000561,804.0,199.0,1
data3_ORD_000562,397.0,543.0,1
data3_ORD_000563,1264.0,341.0,1
data3_ORD_000564,804.0,531.0,1
data3_ORD_000565,938.0,272.0,1
data3_ORD_000566,280.0,300.0,1
data3_ORD_000567,858.0,299.0,1
data3_ORD_000568,832.0,554.0,1
data3_ORD_000569,913.0,543.0,1
data3_ORD_000570,776.5,330.0,1
data3_ORD_000571,420.0,279.0,1
data3_ORD_000572,435.0,543.0,1
data3_ORD_000573,973.0,543.0,1
data3_ORD_000574,443.0,421.0,1
data3_ORD_000575,400.0,382.0,1
data3_ORD_000576,2040.0,354.0,1
data3_ORD_000577,2040.0,544.0,1
data3_ORD_000578,470.0,544.0,1
data3_ORD_000579,845.0,350.0,1
data3_ORD_000580,214.0,338.0,1
data3_ORD_000581,414.0,553.0,1
data3_ORD_000582,400.0,537.0,1
data3_ORD_000583,2340.0,514.0,1
data3_ORD_000584,1301.0,411.0,1
data3_ORD_000585,821.0,543.0,1
data3_ORD_000586,812.0,543.0,1
data3_ORD_000587,812.0,543.0,1
data3_ORD_000588,369.0,513.0,1
data3_ORD_000589,200.0,344.0,1
data3_ORD_000590,804.0,531.0,1
data3_ORD_000591,351.0,330.0,1
data3_ORD_000592,389.0,331.0,1
data3_ORD_000593,450.0,450.0,1
data3_ORD_000594,918.5,331.0,1
data3_ORD_000595,487.7,291.0,1
data3_ORD_000596,214.0,689.0,1
data3_ORD_000597,1264.0,997.0,1
data3_ORD_000598,200.0,370.0,1
data3_ORD_000599,1569.0,343.0,1
data3_ORD_000600,672.0,363.0,1
data3_ORD_000601,2000.0,544.0,1
data3_ORD_000602,2376.0,620.0,1
data3_ORD_000603,834.0,268.0,1
data3_ORD_000604,919.0,423.0,1
data3_ORD_000605,844.0,433.0,1
data3_ORD_000606,913.0,543.0,1
data3_ORD_000607,455.0,354.0,1
data3_ORD_000608,539.0,331.0,1
data3_ORD_000609,925.0,310.0,1
data3_ORD_000610,412.0,323.0,1
data3_ORD_000611,2260.0,360.0,1
data3_ORD_000612,163.5,342.0,1
data3_ORD_000613,465.0,343.0,1
data3_ORD_000614,450.0,281.0,1
data3_ORD_000615,316.0,300.0,1
data3_ORD_000616,518.0,554.0,1
data3_ORD_000617,354.0,333.0,1
data3_ORD_000618,2045.0,570.0,1
data3_ORD_000619,1377.0,343.0,1
data3_ORD_000620,899.0,543.0,1
data3_ORD_000621,770.0,324.0,1
data3_ORD_000622,2040.0,544.0,1
data3_ORD_000623,869.0,313.0,1
data3_ORD_000624,314.0,411.0,1
data3_ORD_000625,808.0,813.5,1
data3_ORD_000626,419.0,553.0,1
data3_ORD_000627,814.0,331.0,1
data3_ORD_000628,2040.0,544.0,1
data3_ORD_000629,2040.0,544.0,1
data3_ORD_000630,769.0,513.0,1
data3_ORD_000631,753.0,603.0,1
data3_ORD_000632,443.0,543.0,1
data3_ORD_000633,400.0,200.0,1
data3_ORD_000634,1735.0,330.0,1
data3_ORD_000635,467.0,328.0,1
data3_ORD_000636,989.0,553.0,1
data3_ORD_000637,769.0,513.0,1
data3_ORD_000638,678.0,448.0,1
data3_ORD_000639,1264.0,170.0,1
data3_ORD_000640,232.0,360.0,1
data3_ORD_000641,839.0,363.0,1
data3_ORD_000642,386.0,536.0,1
data3_ORD_000643,957.0,543.0,1
data3_ORD_000644,1945.0,620.0,1
data3_ORD_000645,775.0,280.0,1
data3_ORD_000646,1980.0,350.0,1
data3_ORD_000647,690.0,544.0,1
data3_ORD_000648,539.0,331.0,1
data3_ORD_000649,180.0,580.0,1
data3_ORD_000650,575.0,304.0,1
data3_ORD_000651,896.5,552.0,1
data3_ORD_000652,1009.0,543.0,1
data3_ORD_000653,435.0,543.0,1
data3_ORD_000654,785.5,392.0,1
data3_ORD_000655,400.0,324.0,1
data3_ORD_000656,412.0,323.0,1
data3_ORD_000657,415.0,301.0,1
data3_ORD_000658,690.5,410.0,1
data3_ORD_000659,397.0,543.0,1
data3_ORD_000660,678.0,448.0,1
data3_ORD_000661,316.0,300.0,1
data3_ORD_000662,1765.0,550.0,1
data3_ORD_000663,1437.0,525.5,1
data3_ORD_000664,452.0,471.0,1
data3_ORD_000665,860.0,323.0,1
data3_ORD_000666,1508.0,293.0,1
data3_ORD_000667,618.5,526.0,1
data3_ORD_000668,384.0,553.0,1
data3_ORD_000669,465.0,271.0,1
data3_ORD_000670,2420.0,370.0,1
data3_ORD_000671,393.0,546.0,1
data3_ORD_000672,2375.0,380.0,1
data3_ORD_000673,732.5,519.0,1
data3_ORD_000674,401.0,363.0,1
data3_ORD_000675,2090.0,554.0,1
data3_ORD_000676,682.0,430.0,1
data3_ORD_000677,715.0,280.0,1
data3_ORD_000678,225.0,345.0,1
data3_ORD_000679,2122.0,380.0,1
data3_ORD_000680,1264.0,835.0,1
data3_ORD_000681,774.0,183.0,1
data3_ORD_000682,539.0,331.0,1
data3_ORD_000683,476.0,586.0,1
data3_ORD_000684,896.0,279.0,1
data3_ORD_000685,1850.0,610.0,1
data3_ORD_000686,725.0,540.0,1
data3_ORD_000687,2375.0,370.0,1
data3_ORD_000688,519.0,303.0,1
data3_ORD_000689,762.0,320.0,1
data3_ORD_000690,530.0,200.0,1
