Customernumber,Fleng,Fwidth,Quantity
ORD_000306,545.0,301.0,1
ORD_000307,364.0,303.0,1
ORD_000308,558.5,307.0,1
ORD_000309,595.0,327.0,1
ORD_000310,384.0,294.0,1
ORD_000311,1014.0,323.0,1
ORD_000312,1482.0,352.0,1
ORD_000313,415.0,233.0,1
ORD_000314,1339.0,304.0,1
ORD_000315,622.5,419.0,1
ORD_000316,384.0,373.0,1
ORD_000317,379.0,361.0,1
ORD_000318,1089.0,573.0,1
ORD_000319,363.0,541.0,1
ORD_000320,310.7,559.5,1
ORD_000321,310.7,293.0,1
ORD_000322,390.0,301.0,1
ORD_000323,804.0,308.0,1
ORD_000324,804.0,303.0,1
ORD_000325,720.0,291.0,1
ORD_000326,1600.0,310.0,1
ORD_000327,768.0,250.0,1
ORD_000328,500.0,380.0,1
ORD_000329,680.0,320.0,1
ORD_000330,1403.0,380.0,1
ORD_000331,393.0,361.0,1
ORD_000332,1759.5,263.0,1
ORD_000333,263.0,280.0,1
ORD_000334,914.0,353.0,1
ORD_000335,727.0,291.0,1
ORD_000336,917.0,314.0,1
ORD_000337,375.0,480.0,1
ORD_000338,415.0,233.0,1
ORD_000339,424.5,540.0,1
ORD_000340,2400.0,580.0,1
ORD_000341,448.0,309.0,1
ORD_000342,799.0,363.0,1
ORD_000343,884.0,543.0,1
ORD_000344,249.5,299.0,1
ORD_000345,878.0,351.0,1
ORD_000346,884.0,543.0,1
ORD_000347,284.0,323.0,1
ORD_000348,976.0,220.0,1
ORD_000349,1626.0,329.0,1
ORD_000350,499.0,220.0,1
ORD_000351,1209.0,301.0,1
ORD_000352,393.0,361.0,1
ORD_000353,300.0,300.0,1
ORD_000354,1058.0,351.0,1
ORD_000355,2347.0,234.0,1
ORD_000356,373.0,350.0,1
ORD_000357,2190.0,304.0,1
ORD_000358,425.0,310.0,1
ORD_000359,549.0,336.0,1
ORD_000360,421.0,343.0,1
ORD_000361,642.0,330.0,1
ORD_000362,422.0,303.0,1
ORD_000363,417.0,363.0,1
ORD_000364,1140.0,569.0,1
ORD_000365,549.0,336.0,1
ORD_000366,421.0,531.0,1
ORD_000367,831.0,316.0,1
ORD_000368,895.0,603.0,1
ORD_000369,900.0,989.0,1
ORD_000370,2326.0,544.0,1
ORD_000371,2321.0,334.0,1
ORD_000372,1806.0,291.0,1
ORD_000373,826.0,353.0,1
ORD_000374,641.0,279.0,1
ORD_000375,668.5,342.0,1
ORD_000376,444.0,511.0,1
ORD_000377,670.0,321.0,1
ORD_000378,670.0,321.0,1
ORD_000379,727.0,291.0,1
ORD_000380,880.1,541.0,1
ORD_000381,425.0,310.0,1
ORD_000382,2190.0,304.0,1
ORD_000383,1980.0,324.0,1
ORD_000384,2321.0,814.0,1
ORD_000385,2000.0,554.0,1
ORD_000386,2000.0,362.0,1
ORD_000387,320.0,158.0,1
ORD_000388,364.0,311.0,1
ORD_000389,828.0,534.0,1
ORD_000390,782.0,311.0,1
ORD_000391,1064.0,303.0,1
ORD_000392,700.0,310.0,1
ORD_000393,384.0,282.0,1
ORD_000394,441.0,259.0,1
ORD_000395,625.0,80.0,1
ORD_000396,953.0,60.0,1
ORD_000397,874.0,60.0,1
ORD_000398,911.0,70.0,1
ORD_000399,417.0,70.0,1
ORD_000400,500.0,120.0,1
ORD_000401,1600.0,75.0,1
ORD_000402,441.0,303.0,1
ORD_000403,416.0,303.0,1
ORD_000404,425.5,279.0,1
ORD_000405,2100.0,334.0,1
ORD_000406,2100.0,334.0,1
ORD_000407,262.0,327.0,1
ORD_000408,413.0,199.0,1
ORD_000409,639.0,359.0,1
ORD_000410,354.0,283.0,1
ORD_000411,400.0,301.0,1
ORD_000412,700.0,330.0,1
ORD_000413,370.0,560.0,1
ORD_000414,837.0,537.0,1
ORD_000415,828.0,443.0,1
ORD_000416,382.0,321.0,1
ORD_000417,382.0,321.0,1
ORD_000418,418.0,310.0,1
ORD_000419,384.0,310.0,1
ORD_000420,982.0,327.0,1
ORD_000421,2220.0,474.0,1
ORD_000422,1482.0,500.0,1
ORD_000423,953.0,333.0,1
ORD_000424,356.0,331.0,1
ORD_000425,789.0,273.0,1
ORD_000426,776.0,543.0,1
ORD_000427,249.5,1148.5,1
ORD_000428,430.0,361.0,1
ORD_000429,169.5,359.0,1
ORD_000430,2040.0,544.0,1
ORD_000431,844.0,333.0,1
ORD_000432,444.0,333.0,1
ORD_000433,1144.0,311.0,1
ORD_000434,1327.0,277.0,1
ORD_000435,470.0,274.0,1
ORD_000436,777.0,543.0,1
ORD_000437,685.0,378.0,1
ORD_000438,357.5,539.0,1
ORD_000439,1149.0,299.0,1
ORD_000440,608.0,877.5,1
ORD_000441,944.0,548.0,1
ORD_000442,315.0,218.0,1
ORD_000443,416.0,303.0,1
ORD_000444,2040.0,544.0,1
ORD_000445,862.0,279.0,1
ORD_000446,514.0,573.0,1
ORD_000447,249.5,299.0,1
ORD_000448,600.0,304.0,1
ORD_000449,908.0,322.0,1
ORD_000450,1965.0,360.0,1
ORD_000451,253.0,400.0,1
ORD_000452,659.0,313.0,1
ORD_000453,789.0,273.0,1
ORD_000454,154.5,1003.5,1
ORD_000455,932.0,450.0,1
ORD_000456,2382.0,535.0,1
ORD_000457,182.0,330.0,1
ORD_000458,845.5,317.0,1
ORD_000459,2352.0,230.0,1
ORD_000460,1399.5,263.5,1
ORD_000461,513.0,551.0,1
ORD_000462,875.0,380.0,1
ORD_000463,1080.5,362.0,1
ORD_000464,589.0,60.0,1
ORD_000465,777.0,60.0,1
ORD_000466,884.0,60.0,1
ORD_000467,764.0,60.0,1
ORD_000468,1432.0,70.0,1
ORD_000469,718.0,60.0,1
ORD_000470,773.0,70.0,1
ORD_000471,1433.0,60.0,1
ORD_000472,1114.0,150.0,1
ORD_000473,884.0,70.0,1
ORD_000474,395.5,360.0,1
ORD_000475,862.0,261.0,1
ORD_000476,1247.0,665.5,1
ORD_000477,414.0,553.0,1
ORD_000478,255.0,328.0,1
ORD_000479,782.0,311.0,1
ORD_000480,313.5,549.5,1
ORD_000481,888.0,553.0,1
ORD_000482,306.5,302.0,1
ORD_000483,674.0,305.0,1
ORD_000484,2400.0,550.0,1
ORD_000485,154.5,595.0,1
ORD_000486,1679.0,180.0,1
ORD_000487,2321.0,550.0,1
ORD_000488,497.0,449.0,1
ORD_000489,264.0,343.0,1
ORD_000490,422.0,303.0,1
ORD_000491,755.0,420.0,1
ORD_000492,1832.0,755.0,1
ORD_000493,1590.0,354.0,1
ORD_000494,780.0,553.0,1
ORD_000495,430.0,361.0,1
ORD_000496,520.0,360.0,1
ORD_000497,795.0,311.0,1
ORD_000498,300.0,330.0,1
ORD_000499,300.0,330.0,1
ORD_000500,753.0,301.0,1
ORD_000501,1164.0,553.0,1
ORD_000502,768.0,250.0,1
ORD_000503,384.0,373.0,1
ORD_000504,902.5,452.0,1
ORD_000505,650.0,655.0,1
ORD_000506,421.0,363.0,1
ORD_000507,284.0,323.0,1
ORD_000508,664.0,311.0,1
ORD_000509,397.0,299.0,1
ORD_000510,264.0,343.0,1
ORD_000511,1400.0,294.0,1
ORD_000512,902.0,320.0,1
ORD_000513,400.6,311.0,1
ORD_000514,2397.0,440.0,1
ORD_000515,894.0,560.0,1
ORD_000516,564.0,559.0,1
ORD_000517,1153.5,483.5,1
ORD_000518,844.0,333.0,1
ORD_000519,2330.0,312.0,1
ORD_000520,777.0,654.0,1
ORD_000521,511.0,281.0,1
ORD_000522,878.0,363.0,1
ORD_000523,459.0,729.0,1
ORD_000524,903.5,541.0,1
ORD_000525,866.0,543.0,1
ORD_000526,2119.0,160.0,1
ORD_000527,582.0,160.0,1
ORD_000528,182.0,330.0,1
ORD_000529,430.0,309.0,1
ORD_000530,2321.0,550.0,1
ORD_000531,971.0,543.0,1
ORD_000532,262.0,327.0,1
ORD_000533,975.0,330.0,1
ORD_000534,1550.0,70.0,1
ORD_000535,2265.0,70.0,1
ORD_000536,150.0,276.0,1
ORD_000537,110.0,330.0,1
ORD_000538,320.0,60.0,1
ORD_000539,320.0,60.0,1
ORD_000540,962.0,70.0,1
ORD_000541,1326.5,145.5,1
ORD_000542,776.0,70.0,1
ORD_000543,1634.0,70.0,1
ORD_000544,874.0,398.0,1
ORD_000545,1395.0,698.0,1
ORD_000546,1820.0,754.0,1
ORD_000547,1883.5,896.0,1
ORD_000548,2190.0,304.0,1
ORD_000549,844.0,303.0,1
ORD_000550,900.0,360.0,1
ORD_000551,425.5,361.0,1
ORD_000552,962.0,548.0,1
ORD_000553,441.0,303.0,1
ORD_000554,1114.0,333.0,1
ORD_000555,403.0,330.0,1
ORD_000556,1018.0,371.0,1
ORD_000557,664.0,291.0,1
ORD_000558,789.0,273.0,1
ORD_000559,450.0,544.0,1
ORD_000560,844.0,333.0,1
ORD_000561,444.0,333.0,1
ORD_000562,586.0,293.0,1
ORD_000563,767.7,308.0,1
ORD_000564,430.0,361.0,1
ORD_000565,914.0,353.0,1
ORD_000566,782.0,323.0,1
ORD_000567,415.0,288.0,1
ORD_000568,415.0,288.0,1
ORD_000569,333.8,300.0,1
ORD_000570,1468.0,554.0,1
ORD_000571,450.0,332.0,1
ORD_000572,2220.0,294.0,1
ORD_000573,1339.0,304.0,1
ORD_000574,850.5,301.0,1
ORD_000575,255.0,328.0,1
ORD_000576,1260.0,539.0,1
ORD_000577,2064.0,321.0,1
ORD_000578,373.0,311.0,1
ORD_000579,1494.5,782.0,1
ORD_000580,404.0,553.0,1
ORD_000581,827.0,563.0,1
ORD_000582,1014.0,323.0,1
ORD_000583,235.0,273.0,1
ORD_000584,866.0,543.0,1
ORD_000585,417.8,433.0,1
ORD_000586,740.5,348.0,1
ORD_000587,1599.5,720.0,1
ORD_000588,654.0,320.0,1
ORD_000589,2020.0,284.0,1
ORD_000590,1402.5,379.0,1
ORD_000591,640.5,312.0,1
ORD_000592,1247.0,311.0,1
ORD_000593,971.0,543.0,1
ORD_000594,414.0,553.0,1
ORD_000595,1089.0,573.0,1
ORD_000596,925.0,324.0,1
ORD_000597,474.0,411.0,1
ORD_000598,866.0,543.0,1
ORD_000599,2400.0,440.0,1
ORD_000600,757.0,343.0,1
ORD_000601,413.0,303.0,1
ORD_000602,680.0,330.0,1
ORD_000603,2382.0,544.0,1
ORD_000604,1884.0,330.0,1
ORD_000605,2197.0,324.0,1
ORD_000606,1847.0,310.0,1
ORD_000607,2203.0,60.0,1
ORD_000608,383.0,75.0,1
ORD_000609,383.0,75.0,1
ORD_000610,844.0,110.0,1
ORD_000611,953.0,60.0,1
ORD_000612,333.0,70.0,1
ORD_000613,780.0,80.0,1
ORD_000614,900.0,100.0,1
ORD_000615,780.0,60.0,1
ORD_000616,764.0,60.0,1
ORD_000617,218.5,290.0,1
ORD_000618,862.0,261.0,1
ORD_000619,990.0,260.0,1
ORD_000620,892.0,311.0,1
ORD_000621,776.0,543.0,1
ORD_000622,950.0,300.0,1
ORD_000623,645.0,370.0,1
ORD_000624,2040.0,544.0,1
ORD_000625,1156.0,328.0,1
ORD_000626,586.0,293.0,1
ORD_000627,440.0,324.0,1
ORD_000628,1760.0,299.0,1
ORD_000629,1089.0,573.0,1
ORD_000630,414.0,553.0,1
ORD_000631,1925.0,399.0,1
ORD_000632,740.0,398.0,1
ORD_000633,1686.0,294.0,1
ORD_000634,1064.0,309.0,1
ORD_000635,926.0,318.0,1
ORD_000636,1224.0,595.0,1
ORD_000637,312.0,320.0,1
ORD_000638,820.0,751.0,1
ORD_000639,2222.0,344.0,1
ORD_000640,1884.0,303.0,1
ORD_000641,2321.0,407.0,1
ORD_000642,413.0,291.0,1
ORD_000643,420.0,353.0,1
ORD_000644,862.0,279.0,1
ORD_000645,664.0,291.0,1
ORD_000646,284.0,323.0,1
ORD_000647,1457.0,450.0,1
ORD_000648,849.0,523.0,1
ORD_000649,831.0,316.0,1
ORD_000650,485.0,580.0,1
ORD_000651,435.0,544.0,1
ORD_000652,875.0,380.0,1
ORD_000653,300.5,301.0,1
ORD_000654,945.0,324.0,1
ORD_000655,975.0,330.0,1
ORD_000656,457.0,354.0,1
ORD_000657,1644.0,320.0,1
ORD_000658,384.0,310.0,1
ORD_000659,2410.0,564.0,1
ORD_000660,455.5,251.0,1
ORD_000661,670.5,260.0,1
ORD_000662,727.0,293.0,1
ORD_000663,2150.0,560.0,1
ORD_000664,448.0,305.0,1
ORD_000665,923.0,305.0,1
ORD_000666,311.5,472.0,1
ORD_000667,685.0,771.0,1
ORD_000668,818.5,361.0,1
ORD_000669,474.0,560.0,1
ORD_000670,777.0,654.0,1
ORD_000671,2320.0,288.0,1
ORD_000672,762.0,660.0,1
ORD_000673,760.0,430.0,1
ORD_000674,1340.0,675.0,1
ORD_000675,2020.0,284.0,1
ORD_000676,753.0,278.0,1
ORD_000677,726.0,60.0,1
ORD_000678,820.0,150.0,1
ORD_000679,2164.0,302.0,1
ORD_000680,564.0,543.0,1
ORD_000681,589.0,413.0,1
ORD_000682,425.5,361.0,1
ORD_000683,284.0,231.0,1
ORD_000684,182.0,280.0,1
ORD_000685,564.0,559.0,1
ORD_000686,250.0,732.0,1
ORD_000687,908.0,322.0,1
ORD_000688,945.0,324.0,1
ORD_000689,1002.0,311.0,1
ORD_000690,640.0,628.0,1
ORD_000691,878.0,363.0,1
ORD_000692,421.0,363.0,1
ORD_000693,2040.0,544.0,1
ORD_000694,284.0,323.0,1
ORD_000695,1671.0,570.0,1
ORD_000696,775.0,287.0,1
ORD_000697,200.0,325.0,1
ORD_000698,750.0,344.0,1
ORD_000699,1266.0,553.0,1
ORD_000700,2347.0,544.0,1
ORD_000701,417.8,433.0,1
ORD_000702,2382.0,544.0,1
ORD_000703,463.0,520.0,1
ORD_000704,1326.0,373.5,1
ORD_000705,1916.0,402.5,1
ORD_000706,407.0,402.5,1
ORD_000707,944.0,548.0,1
ORD_000708,918.0,302.0,1
ORD_000709,1807.0,291.0,1
ORD_000710,310.0,293.0,1
ORD_000711,983.0,868.5,1
ORD_000712,479.0,161.0,1
ORD_000713,2347.0,479.0,1
ORD_000714,371.0,556.0,1
ORD_000715,286.0,560.0,1
ORD_000716,232.0,515.0,1
ORD_000717,826.0,353.0,1
ORD_000718,480.0,600.0,1
ORD_000719,799.0,363.0,1
ORD_000720,450.0,894.0,1
ORD_000721,1154.0,529.0,1
ORD_000722,450.0,544.0,1
ORD_000723,1499.0,180.0,1
ORD_000724,1530.0,330.0,1
ORD_000725,664.0,311.0,1
ORD_000726,575.5,352.0,1
ORD_000727,757.0,343.0,1
ORD_000728,853.0,309.0,1
ORD_000729,844.0,303.0,1
ORD_000730,2190.0,330.0,1
ORD_000731,2200.0,334.0,1
ORD_000732,232.0,350.0,1
ORD_000733,2271.0,270.0,1
ORD_000734,2040.0,570.0,1
ORD_000735,435.0,344.0,1
ORD_000736,1759.5,263.0,1
ORD_000737,902.0,320.0,1
ORD_000738,2000.0,574.0,1
ORD_000739,758.0,398.0,1
ORD_000740,2360.0,444.0,1
ORD_000741,782.0,323.0,1
ORD_000742,920.0,330.0,1
ORD_000743,1010.0,553.0,1
ORD_000744,384.0,298.0,1
ORD_000745,982.0,327.0,1
ORD_000746,326.0,321.0,1
ORD_000747,844.0,333.0,1
ORD_000748,875.0,555.0,1
ORD_000749,425.0,321.0,1
ORD_000750,945.0,324.0,1
ORD_000751,613.5,776.5,1
ORD_000752,2320.0,554.0,1
ORD_000753,887.0,360.0,1
ORD_000754,836.0,199.0,1
ORD_000755,1445.5,535.0,1
ORD_000756,713.5,418.0,1
ORD_000757,1607.0,354.0,1
ORD_000758,781.9,323.0,1
ORD_000759,333.8,300.0,1
ORD_000760,1598.0,290.0,1
ORD_000761,675.0,554.0,1
ORD_000762,233.5,312.0,1
ORD_000763,182.0,330.0,1
ORD_000764,528.0,344.0,1
ORD_000765,1811.0,410.0,1
ORD_000766,382.0,309.0,1
ORD_000767,936.0,400.5,1
ORD_000768,1916.0,402.5,1
ORD_000769,717.5,352.5,1
ORD_000770,123.5,510.0,1
ORD_000771,143.5,510.0,1
ORD_000772,1246.0,70.0,1
ORD_000773,1710.0,70.0,1
ORD_000774,344.8,70.0,1
ORD_000775,1394.0,60.0,1
ORD_000776,444.0,70.0,1
ORD_000777,459.0,729.0,1
ORD_000778,1490.0,730.0,1
ORD_000779,753.0,278.0,1
ORD_000780,664.0,311.0,1
ORD_000781,815.0,353.0,1
ORD_000782,384.0,373.0,1
ORD_000783,706.0,861.5,1
ORD_000784,364.0,311.0,1
ORD_000785,364.0,311.0,1
ORD_000786,415.0,288.0,1
ORD_000787,629.0,310.0,1
ORD_000788,373.0,323.0,1
ORD_000789,706.5,322.0,1
ORD_000790,2420.0,324.0,1
ORD_000791,310.7,459.5,1
ORD_000792,1686.0,294.0,1
ORD_000793,636.5,302.0,1
ORD_000794,494.0,281.0,1
ORD_000795,1773.0,266.0,1
ORD_000796,718.0,293.0,1
ORD_000797,870.0,550.0,1
ORD_000798,284.0,323.0,1
ORD_000799,945.0,324.0,1
ORD_000800,862.0,279.0,1
ORD_000801,808.0,373.0,1
ORD_000802,2295.0,364.0,1
ORD_000803,1114.0,264.0,1
ORD_000804,2330.0,312.0,1
ORD_000805,416.0,303.0,1
ORD_000806,777.0,634.0,1
ORD_000807,711.5,279.0,1
