Fleng,Fwidth
849.0,523.0
1334.5,605.0
163.5,517.0
347.0,581.0
870.0,300.0
364.0,573.0
441.0,303.0
664.0,291.0
450.0,544.0
2005.0,539.0
430.0,361.0
258.0,245.0
1506.0,550.0
976.0,220.0
865.0,310.0
795.0,311.0
335.0,301.0
393.0,361.0
164.5,312.0
370.0,574.0
363.0,541.0
382.0,321.0
1495.0,330.0
373.0,350.0
679.0,313.0
1457.0,450.0
1226.0,323.0
683.0,861.5
175.5,319.0
417.0,363.0
480.0,364.0
211.5,299.0
826.0,353.0
417.0,549.0
752.0,329.0
2090.0,304.0
1004.0,453.0
650.0,655.0
430.0,361.0
440.0,324.0
509.0,251.0
1445.0,420.0
813.0,320.0
828.4,309.0
1089.0,573.0
791.0,321.0
670.0,324.0
828.0,534.0
791.0,321.0
782.0,329.0
313.5,293.0
310.7,293.0
2370.0,289.0
2271.0,294.0
463.0,333.0
1965.0,400.0
399.5,1113.5
164.0,278.0
1792.0,363.0
1565.0,500.0
713.5,613.5
717.5,458.5
723.5,410.0
214.0,330.0
514.0,332.0
2352.0,524.0
814.0,531.0
233.0,448.5
404.0,303.0
300.0,300.0
1018.0,463.0
826.0,353.0
982.0,869.0
2380.0,274.0
310.7,549.5
1064.0,309.0
1224.0,308.0
804.0,303.0
560.5,341.0
850.0,280.0
455.5,251.0
1720.0,261.0
2320.0,554.0
407.0,551.0
869.0,299.0
425.5,279.0
650.0,257.0
1210.0,570.0
882.0,369.0
1349.5,280.0
387.0,311.0
812.5,540.0
511.0,281.0
430.0,361.0
284.0,312.0
823.0,353.0
363.0,541.0
370.0,362.0
781.9,323.0
518.0,554.0
982.0,327.0
494.0,281.0
2220.0,294.0
1525.0,355.0
2100.0,304.0
545.0,301.0
364.0,303.0
558.5,307.0
595.0,327.0
384.0,294.0
1014.0,323.0
1482.0,352.0
415.0,233.0
1339.0,304.0
622.5,419.0
384.0,373.0
379.0,361.0
1089.0,573.0
363.0,541.0
310.7,559.5
310.7,293.0
390.0,301.0
804.0,308.0
804.0,303.0
720.0,291.0
1600.0,310.0
768.0,250.0
500.0,380.0
680.0,320.0
1403.0,380.0
393.0,361.0
1759.5,263.0
263.0,280.0
914.0,353.0
727.0,291.0
917.0,314.0
375.0,480.0
415.0,233.0
424.5,540.0
2400.0,580.0
448.0,309.0
799.0,363.0
884.0,543.0
249.5,299.0
878.0,351.0
884.0,543.0
284.0,323.0
976.0,220.0
1626.0,329.0
499.0,220.0
1209.0,301.0
393.0,361.0
300.0,300.0
1058.0,351.0
2347.0,234.0
373.0,350.0
2190.0,304.0
425.0,310.0
549.0,336.0
421.0,343.0
642.0,330.0
422.0,303.0
417.0,363.0
1140.0,569.0
549.0,336.0
421.0,531.0
831.0,316.0
895.0,603.0
900.0,989.0
2326.0,544.0
2321.0,334.0
1806.0,291.0
826.0,353.0
641.0,279.0
668.5,342.0
444.0,511.0
670.0,321.0
670.0,321.0
727.0,291.0
880.1,541.0
425.0,310.0
2190.0,304.0
1980.0,324.0
2321.0,814.0
2000.0,554.0
2000.0,362.0
320.0,158.0
364.0,311.0
828.0,534.0
782.0,311.0
1064.0,303.0
700.0,310.0
384.0,282.0
441.0,259.0
625.0,80.0
953.0,60.0
874.0,60.0
911.0,70.0
417.0,70.0
500.0,120.0
1600.0,75.0
441.0,303.0
416.0,303.0
425.5,279.0
2100.0,334.0
2100.0,334.0
262.0,327.0
413.0,199.0
639.0,359.0
354.0,283.0
400.0,301.0
700.0,330.0
370.0,560.0
837.0,537.0
828.0,443.0
382.0,321.0
382.0,321.0
418.0,310.0
384.0,310.0
982.0,327.0
2220.0,474.0
1482.0,500.0
953.0,333.0
356.0,331.0
789.0,273.0
776.0,543.0
249.5,1148.5
430.0,361.0
169.5,359.0
2040.0,544.0
844.0,333.0
444.0,333.0
1144.0,311.0
1327.0,277.0
470.0,274.0
777.0,543.0
685.0,378.0
357.5,539.0
1149.0,299.0
608.0,877.5
944.0,548.0
315.0,218.0
416.0,303.0
2040.0,544.0
862.0,279.0
514.0,573.0
249.5,299.0
600.0,304.0
908.0,322.0
1965.0,360.0
253.0,400.0
659.0,313.0
789.0,273.0
154.5,1003.5
932.0,450.0
2382.0,535.0
182.0,330.0
845.5,317.0
2352.0,230.0
1399.5,263.5
513.0,551.0
875.0,380.0
1080.5,362.0
589.0,60.0
777.0,60.0
884.0,60.0
764.0,60.0
1432.0,70.0
718.0,60.0
773.0,70.0
1433.0,60.0
1114.0,150.0
884.0,70.0
395.5,360.0
862.0,261.0
1247.0,665.5
414.0,553.0
255.0,328.0
782.0,311.0
313.5,549.5
888.0,553.0
306.5,302.0
674.0,305.0
2400.0,550.0
154.5,595.0
1679.0,180.0
2321.0,550.0
497.0,449.0
264.0,343.0
422.0,303.0
755.0,420.0
1832.0,755.0
1590.0,354.0
780.0,553.0
430.0,361.0
520.0,360.0
795.0,311.0
300.0,330.0
300.0,330.0
753.0,301.0
1164.0,553.0
768.0,250.0
384.0,373.0
902.5,452.0
650.0,655.0
421.0,363.0
284.0,323.0
664.0,311.0
397.0,299.0
264.0,343.0
1400.0,294.0
902.0,320.0
400.6,311.0
2397.0,440.0
894.0,560.0
564.0,559.0
1153.5,483.5
844.0,333.0
2330.0,312.0
777.0,654.0
511.0,281.0
878.0,363.0
459.0,729.0
903.5,541.0
866.0,543.0
2119.0,160.0
582.0,160.0
182.0,330.0
430.0,309.0
2321.0,550.0
971.0,543.0
262.0,327.0
975.0,330.0
1550.0,70.0
2265.0,70.0
150.0,276.0
110.0,330.0
320.0,60.0
320.0,60.0
962.0,70.0
1326.5,145.5
776.0,70.0
1634.0,70.0
874.0,398.0
1395.0,698.0
1820.0,754.0
1883.5,896.0
2190.0,304.0
844.0,303.0
900.0,360.0
425.5,361.0
962.0,548.0
441.0,303.0
1114.0,333.0
403.0,330.0
1018.0,371.0
664.0,291.0
789.0,273.0
450.0,544.0
844.0,333.0
444.0,333.0
586.0,293.0
767.7,308.0
430.0,361.0
914.0,353.0
782.0,323.0
415.0,288.0
415.0,288.0
333.8,300.0
1468.0,554.0
450.0,332.0
2220.0,294.0
1339.0,304.0
850.5,301.0
255.0,328.0
1260.0,539.0
2064.0,321.0
373.0,311.0
1494.5,782.0
404.0,553.0
827.0,563.0
1014.0,323.0
235.0,273.0
866.0,543.0
417.8,433.0
740.5,348.0
1599.5,720.0
654.0,320.0
2020.0,284.0
1402.5,379.0
640.5,312.0
1247.0,311.0
971.0,543.0
414.0,553.0
1089.0,573.0
925.0,324.0
474.0,411.0
866.0,543.0
2400.0,440.0
757.0,343.0
413.0,303.0
680.0,330.0
2382.0,544.0
1884.0,330.0
2197.0,324.0
1847.0,310.0
2203.0,60.0
383.0,75.0
383.0,75.0
844.0,110.0
953.0,60.0
333.0,70.0
780.0,80.0
900.0,100.0
780.0,60.0
764.0,60.0
218.5,290.0
862.0,261.0
990.0,260.0
892.0,311.0
776.0,543.0
950.0,300.0
645.0,370.0
2040.0,544.0
1156.0,328.0
586.0,293.0
440.0,324.0
1760.0,299.0
1089.0,573.0
414.0,553.0
1925.0,399.0
740.0,398.0
1686.0,294.0
1064.0,309.0
926.0,318.0
1224.0,595.0
312.0,320.0
820.0,751.0
2222.0,344.0
1884.0,303.0
2321.0,407.0
413.0,291.0
420.0,353.0
862.0,279.0
664.0,291.0
284.0,323.0
1457.0,450.0
849.0,523.0
831.0,316.0
485.0,580.0
435.0,544.0
875.0,380.0
300.5,301.0
945.0,324.0
975.0,330.0
457.0,354.0
1644.0,320.0
384.0,310.0
2410.0,564.0
455.5,251.0
670.5,260.0
727.0,293.0
2150.0,560.0
448.0,305.0
923.0,305.0
311.5,472.0
685.0,771.0
818.5,361.0
474.0,560.0
777.0,654.0
2320.0,288.0
762.0,660.0
760.0,430.0
1340.0,675.0
2020.0,284.0
753.0,278.0
726.0,60.0
820.0,150.0
2164.0,302.0
564.0,543.0
589.0,413.0
425.5,361.0
284.0,231.0
182.0,280.0
564.0,559.0
250.0,732.0
908.0,322.0
945.0,324.0
1002.0,311.0
640.0,628.0
878.0,363.0
421.0,363.0
2040.0,544.0
284.0,323.0
1671.0,570.0
775.0,287.0
200.0,325.0
750.0,344.0
1266.0,553.0
2347.0,544.0
417.8,433.0
2382.0,544.0
463.0,520.0
1326.0,373.5
1916.0,402.5
407.0,402.5
944.0,548.0
918.0,302.0
1807.0,291.0
310.0,293.0
983.0,868.5
479.0,161.0
2347.0,479.0
371.0,556.0
286.0,560.0
232.0,515.0
826.0,353.0
480.0,600.0
799.0,363.0
450.0,894.0
1154.0,529.0
450.0,544.0
1499.0,180.0
1530.0,330.0
664.0,311.0
575.5,352.0
757.0,343.0
853.0,309.0
844.0,303.0
2190.0,330.0
2200.0,334.0
232.0,350.0
2271.0,270.0
2040.0,570.0
435.0,344.0
1759.5,263.0
902.0,320.0
2000.0,574.0
758.0,398.0
2360.0,444.0
782.0,323.0
920.0,330.0
1010.0,553.0
384.0,298.0
982.0,327.0
326.0,321.0
844.0,333.0
875.0,555.0
425.0,321.0
945.0,324.0
613.5,776.5
2320.0,554.0
887.0,360.0
836.0,199.0
1445.5,535.0
713.5,418.0
1607.0,354.0
781.9,323.0
333.8,300.0
1598.0,290.0
675.0,554.0
233.5,312.0
182.0,330.0
528.0,344.0
1811.0,410.0
382.0,309.0
936.0,400.5
1916.0,402.5
717.5,352.5
123.5,510.0
143.5,510.0
1246.0,70.0
1710.0,70.0
344.8,70.0
1394.0,60.0
444.0,70.0
459.0,729.0
1490.0,730.0
753.0,278.0
664.0,311.0
815.0,353.0
384.0,373.0
706.0,861.5
364.0,311.0
364.0,311.0
415.0,288.0
629.0,310.0
373.0,323.0
706.5,322.0
2420.0,324.0
310.7,459.5
1686.0,294.0
636.5,302.0
494.0,281.0
1773.0,266.0
718.0,293.0
870.0,550.0
284.0,323.0
945.0,324.0
862.0,279.0
808.0,373.0
2295.0,364.0
1114.0,264.0
2330.0,312.0
416.0,303.0
777.0,634.0
711.5,279.0
664.0,311.0
398.0,353.0
432.0,380.0
643.0,300.0
270.0,300.0
666.0,330.0
370.0,554.0
2119.0,330.0
2360.0,536.0
918.0,303.0
441.0,303.0
945.0,324.0
463.0,333.0
953.0,333.0
953.0,333.0
604.0,519.0
1020.0,300.0
844.0,333.0
875.0,555.0
509.0,100.0
625.0,80.0
1209.5,80.0
516.0,70.0
1004.0,110.0
1089.0,70.0
884.0,70.0
299.0,70.0
284.0,60.0
1600.0,75.0
2208.0,70.0
1924.0,303.0
2100.0,310.0
1064.0,309.0
1064.0,303.0
450.0,327.0
1437.5,483.0
468.0,259.0
417.8,433.0
2382.0,405.0
2305.0,588.0
375.0,480.0
419.0,438.0
820.0,294.0
366.0,543.0
896.0,311.0
830.0,316.0
1980.0,324.0
606.0,100.0
1796.5,424.5
932.5,345.5
450.0,544.0
405.0,199.0
1340.0,340.0
720.0,291.0
263.0,803.5
664.0,311.0
932.0,354.0
400.6,309.0
2360.0,540.0
1300.0,330.0
384.0,310.0
1033.5,322.0
2370.0,295.0
310.7,293.0
364.0,303.0
804.0,308.0
804.0,303.0
560.5,341.0
689.0,280.0
784.0,352.0
445.0,455.0
600.0,150.0
869.0,70.0
1004.0,60.0
780.0,60.0
727.0,60.0
953.0,70.0
643.0,60.0
1614.0,70.0
1044.0,70.0
142.0,530.0
366.0,543.0
1679.0,318.0
640.0,530.0
2321.0,544.0
449.0,299.0
720.0,280.0
490.0,354.0
799.0,363.0
869.0,363.0
590.0,544.0
867.0,373.5
1326.0,373.5
541.5,384.5
844.0,110.0
123.5,569.5
1585.0,70.0
1164.0,60.0
383.0,75.0
773.0,70.0
841.0,80.0
384.0,294.0
1139.0,324.0
1550.0,331.0
850.5,301.0
482.0,460.0
421.0,343.0
430.0,309.0
1502.0,530.0
1502.0,530.0
389.0,343.0
600.0,334.0
514.0,431.0
430.0,309.0
1044.0,543.0
530.0,364.0
463.0,931.5
2040.0,549.0
475.0,354.0
1543.0,380.0
1324.0,376.0
777.0,74.0
73.5,310.0
1247.0,60.0
679.0,60.0
435.0,344.0
420.0,353.0
2000.0,354.0
876.0,353.0
480.0,363.0
530.0,364.0
953.0,333.0
808.0,353.0
826.0,353.0
2040.0,544.0
2100.0,334.0
417.0,549.0
467.0,585.0
416.0,323.0
1628.0,297.0
1331.5,298.0
2200.0,150.0
776.0,60.0
884.0,60.0
1394.0,60.0
2128.0,70.0
2289.0,70.0
643.0,70.0
2397.0,146.0
776.0,60.0
519.0,70.0
955.0,330.0
1868.0,321.0
953.5,328.5
983.0,280.0
750.0,364.0
169.5,359.0
350.0,334.0
425.0,321.0
1331.5,279.5
2040.0,490.0
260.0,300.0
1291.5,528.0
645.0,370.0
370.3,308.0
1258.5,249.5
295.0,265.0
599.5,483.5
405.0,199.0
1125.0,550.0
1376.0,508.0
884.0,543.0
403.5,230.0
403.0,841.5
909.0,314.0
659.0,313.0
2040.0,549.0
918.0,303.0
416.0,303.0
213.5,320.0
953.0,333.0
420.0,353.0
777.0,70.0
1244.0,70.0
1014.0,60.0
944.0,70.0
414.0,70.0
531.0,70.0
118.5,322.0
1285.0,70.0
1089.0,70.0
564.0,70.0
310.7,293.0
804.0,308.0
384.0,310.0
366.4,342.0
1445.0,1150.0
1149.5,494.0
1760.0,280.0
413.0,303.0
2190.0,304.0
421.0,343.0
398.0,353.0
914.0,324.0
373.0,311.0
310.7,313.0
443.0,541.0
2355.0,327.0
905.0,804.0
2400.0,324.0
670.0,321.0
570.0,260.0
347.0,581.0
437.0,311.0
776.0,391.0
1190.0,732.0
417.0,549.0
632.0,264.0
750.0,265.0
300.0,258.0
639.0,359.0
300.0,330.0
853.0,359.0
375.0,260.0
800.0,580.0
370.0,574.0
2345.0,159.0
255.0,328.0
782.0,200.0
310.7,724.5
325.0,580.0
1224.0,308.0
450.0,580.0
1650.0,580.0
1089.0,573.0
1924.0,303.0
198.5,265.0
2053.5,552.0
2400.0,544.0
413.0,303.0
312.0,320.0
1226.0,323.0
815.0,249.0
2068.5,364.0
1300.0,330.0
405.0,537.0
373.0,323.0
191.5,320.0
310.7,293.0
1038.5,302.0
364.0,303.0
384.0,298.0
404.0,303.0
413.0,303.0
870.0,530.0
1802.0,313.0
1140.0,575.0
382.0,309.0
2348.0,170.0
2350.0,394.0
2350.0,544.0
564.0,559.0
2321.0,544.0
740.0,380.0
310.7,369.5
418.0,304.0
2355.0,327.0
804.0,308.0
396.0,306.0
558.5,307.0
751.2,342.0
733.0,541.0
1720.0,689.0
430.0,361.0
1980.0,324.0
388.5,284.0
815.0,353.0
1724.0,361.0
1400.0,294.0
363.0,541.0
414.0,553.0
370.0,574.0
415.0,288.0
1563.5,917.5
232.0,328.0
420.0,353.0
876.0,353.0
826.0,353.0
500.0,374.0
2090.0,600.0
685.0,378.0
213.5,362.0
1204.0,620.0
876.5,352.5
776.0,60.0
1550.0,70.0
679.0,60.0
1626.0,70.0
884.0,70.0
284.0,60.0
726.0,60.0
413.0,303.0
900.0,354.0
310.0,293.0
982.0,460.0
878.0,311.0
430.0,309.0
700.0,305.0
755.0,439.0
162.0,326.0
437.0,311.0
284.0,323.0
371.0,556.0
808.0,359.0
450.0,259.0
414.0,261.0
2150.0,554.0
422.5,300.0
2352.0,524.0
642.0,330.0
944.0,523.0
1036.5,473.5
867.0,373.5
720.5,352.5
337.0,491.0
2000.0,560.0
828.0,443.0
405.0,537.0
782.0,311.0
2420.0,324.0
415.0,288.0
700.0,318.0
384.0,294.0
905.0,327.0
900.5,319.0
827.0,563.0
424.5,413.0
549.0,348.0
366.0,543.0
878.0,323.0
944.0,523.0
408.0,531.0
936.0,400.0
856.5,404.5
970.0,553.0
844.0,291.0
1044.0,543.0
1164.0,563.0
755.0,550.0
876.0,353.0
575.5,352.0
371.0,548.0
1900.0,324.0
643.0,273.0
260.0,327.0
851.0,257.0
2220.0,300.0
474.0,162.0
474.0,411.0
1065.0,330.0
482.0,460.0
440.0,1100.0
164.0,503.0
413.0,303.0
732.0,249.0
484.0,451.0
296.0,273.0
2320.0,554.0
421.0,363.0
2360.0,206.0
405.0,199.0
484.0,531.0
1499.0,350.0
1445.0,420.0
750.5,339.0
448.0,305.0
427.1,543.0
425.0,330.0
425.0,310.0
760.5,310.0
932.0,450.0
605.0,310.0
830.0,316.0
1594.0,518.0
481.0,522.0
333.9,300.0
1468.0,304.0
953.0,301.0
953.0,301.0
1487.0,560.0
1355.0,384.0
1407.0,327.0
725.0,530.0
474.0,411.0
286.5,250.0
1394.0,313.0
250.0,232.0
430.0,361.0
762.0,170.0
760.0,430.0
932.0,357.0
1629.0,508.0
2305.0,323.0
731.0,819.5
432.0,380.0
734.0,363.0
1114.0,333.0
2090.0,364.0
884.0,543.0
417.0,549.0
326.0,198.0
441.0,303.0
826.0,353.0
329.0,259.0
2090.0,600.0
1534.0,541.0
645.5,762.5
1910.0,550.0
844.0,333.0
1634.0,509.0
413.0,534.0
366.0,309.0
502.0,451.0
296.0,273.0
795.0,311.0
887.0,360.0
762.0,1005.0
950.5,350.0
142.0,530.0
1004.0,110.0
544.0,70.0
1064.0,70.0
105.5,603.5
884.0,60.0
1684.0,70.0
820.0,60.0
416.0,70.0
200.0,325.0
851.0,257.0
406.0,531.0
1724.0,344.0
932.0,454.0
413.0,303.0
2106.0,353.0
2054.0,383.0
975.0,664.0
2321.0,334.0
598.5,280.0
1796.5,424.5
712.5,300.0
867.0,373.5
799.0,70.0
601.0,70.0
884.0,60.0
364.0,70.0
284.0,70.0
1911.0,70.0
875.0,585.0
586.0,293.0
760.0,309.0
421.0,363.0
2040.0,544.0
1259.0,219.0
546.0,370.0
766.0,543.0
932.0,357.0
417.0,293.0
2164.0,302.0
435.0,544.0
2000.0,354.0
870.0,550.0
1345.5,312.0
671.0,200.0
664.0,291.0
450.0,1180.0
463.0,333.0
1807.0,282.0
388.5,284.0
1524.0,303.0
449.0,318.0
414.0,553.0
364.0,311.0
828.0,534.0
373.0,329.0
310.7,449.5
888.0,553.0
888.0,553.0
513.0,551.0
755.0,550.0
2040.0,544.0
862.0,261.0
876.0,353.0
852.0,230.0
944.0,371.0
962.0,300.0
441.0,303.0
479.0,161.0
2347.0,180.0
182.0,330.0
878.0,323.0
2340.0,242.0
1044.0,351.0
720.0,280.0
720.0,280.0
1590.0,354.0
869.0,363.0
1020.0,300.0
463.5,240.0
399.5,337.5
1607.0,354.0
1191.0,200.0
310.7,459.5
310.7,293.0
415.0,288.0
399.5,290.0
888.0,553.0
888.0,553.0
879.8,573.0
417.0,311.0
640.0,628.0
780.0,553.0
430.0,361.0
430.0,361.0
1259.0,219.0
2353.0,380.0
519.0,323.0
1925.0,399.0
320.0,158.0
750.5,339.0
1376.0,508.0
499.0,220.0
533.5,277.0
823.0,353.0
1724.0,361.0
837.0,537.0
391.0,321.0
309.0,300.0
518.0,442.0
364.0,303.0
726.0,60.0
726.0,60.0
953.0,60.0
414.0,70.0
1664.0,70.0
589.0,60.0
371.0,60.0
1614.0,70.0
1004.0,60.0
718.0,60.0
420.0,353.0
356.0,328.0
425.5,279.0
776.0,543.0
570.0,250.0
645.0,370.0
844.0,333.0
844.0,333.0
315.0,218.0
1350.0,300.0
794.5,302.0
820.0,60.0
383.0,70.0
1200.0,100.0
123.5,1045.5
514.0,70.0
1044.0,60.0
953.0,70.0
776.0,60.0
125.5,640.0
414.0,70.0
417.0,293.0
499.0,220.0
794.5,302.0
680.0,320.0
388.0,299.0
2353.0,370.0
338.0,293.0
370.0,574.0
395.0,405.0
925.0,330.0
868.5,492.0
604.0,500.0
2000.0,280.0
732.0,249.0
2295.0,364.0
844.0,333.0
315.0,218.0
1519.0,341.0
813.0,320.0
700.0,182.0
733.0,541.0
1773.0,266.0
1468.0,300.0
427.1,543.0
1028.0,310.0
312.0,320.0
2197.0,324.0
878.0,531.0
464.0,278.0
2290.0,279.0
645.5,280.0
2330.0,586.0
280.0,281.0
1004.0,453.0
602.0,258.0
1401.0,350.0
1519.0,760.0
1600.0,310.0
264.0,343.0
743.0,280.0
953.0,548.0
600.0,304.0
1232.0,321.0
463.0,333.0
528.0,344.0
869.0,299.0
479.5,347.0
359.0,299.0
2000.0,274.0
643.0,273.0
417.8,433.0
1004.0,534.0
2382.0,535.0
1334.5,213.5
878.0,531.0
1501.5,454.0
435.0,544.0
876.0,353.0
500.0,350.0
417.0,549.0
782.0,323.0
373.0,323.0
313.5,549.5
1686.0,294.0
1050.0,554.0
384.0,282.0
674.0,310.0
720.0,279.0
455.5,251.0
198.5,265.0
1468.0,580.0
1644.0,320.0
384.0,310.0
725.0,444.0
1150.0,300.0
841.0,551.0
2397.0,474.0
514.0,431.0
413.0,303.0
2040.0,564.0
1044.0,543.0
780.0,60.0
884.0,70.0
414.0,70.0
832.0,80.0
773.0,70.0
371.0,70.0
727.0,60.0
1585.0,70.0
425.0,310.0
564.0,543.0
775.0,287.0
354.0,283.0
664.0,329.0
1504.5,664.0
815.0,249.0
1058.0,351.0
2000.0,560.0
363.0,541.0
191.5,320.0
2395.0,315.0
1010.0,70.0
726.0,60.0
773.0,70.0
727.0,60.0
776.0,70.0
709.0,70.0
464.0,80.0
776.0,60.0
1004.0,70.0
299.0,70.0
313.5,293.0
404.0,553.0
2000.0,554.0
1224.0,308.0
396.0,306.0
450.0,804.0
2410.0,564.0
878.0,323.0
430.0,309.0
425.0,310.0
664.0,311.0
1209.0,679.5
414.0,553.0
2119.0,330.0
310.7,403.5
1924.0,303.0
418.0,310.0
674.0,305.0
384.0,282.0
804.0,303.0
494.0,261.0
664.0,291.0
440.0,350.0
789.0,273.0
814.3,563.5
2295.0,364.0
939.0,218.0
1627.5,1083.5
1143.0,506.0
524.0,330.0
2200.0,160.0
1247.0,313.0
814.0,531.0
412.0,411.0
670.0,324.0
700.0,560.0
396.0,306.0
455.5,251.0
727.0,291.0
923.0,305.0
232.0,350.0
2295.0,364.0
430.0,361.0
350.0,334.0
2100.0,334.0
1650.0,219.0
2090.0,304.0
421.0,363.0
430.0,361.0
1980.0,324.0
902.0,330.0
600.0,304.0
918.0,323.0
1926.0,299.0
232.0,328.0
876.0,353.0
2106.0,353.0
2090.0,527.0
645.0,370.0
280.0,281.0
175.0,1143.0
427.1,543.0
675.0,554.0
2352.0,524.0
831.5,317.0
519.0,323.0
909.0,314.0
371.0,556.0
417.0,549.0
1154.0,529.0
2040.0,549.0
417.0,363.0
1802.0,313.0
826.0,353.0
808.0,373.0
826.0,353.0
320.5,311.0
643.0,273.0
776.0,541.0
2347.0,180.0
1291.5,766.5
263.0,280.0
284.0,323.0
2090.0,330.0
953.0,333.0
990.0,260.0
2090.0,364.0
776.0,543.0
430.0,361.0
844.0,333.0
350.0,334.0
1224.0,308.0
982.0,804.0
725.0,996.0
720.0,279.0
2250.0,544.0
1139.0,343.0
718.0,291.0
727.0,291.0
1266.0,553.0
2400.0,440.0
2200.0,90.0
1322.0,60.0
773.0,70.0
1210.0,150.0
509.0,70.0
1192.0,70.0
1014.0,60.0
820.0,60.0
404.0,291.0
1133.5,332.0
404.0,303.0
1176.0,320.0
868.0,323.0
1543.0,380.0
869.0,299.0
1114.0,330.0
425.5,279.0
425.5,279.0
479.0,161.0
2213.5,362.0
827.0,484.0
1720.0,261.0
407.0,551.0
879.8,573.0
1550.0,373.0
2382.0,535.0
2290.0,279.0
1679.0,318.0
454.0,511.0
2321.0,550.0
1576.0,550.0
375.0,357.0
1445.0,411.0
1164.0,553.0
768.0,250.0
1724.0,432.0
379.0,361.0
390.0,301.0
700.0,318.0
1558.0,344.0
874.0,330.0
2321.0,550.0
413.0,303.0
413.0,291.0
1260.0,370.0
2090.0,364.0
280.0,281.0
868.0,323.0
253.0,395.0
732.0,550.0
1600.0,330.0
533.5,277.0
1516.0,395.0
758.0,398.0
782.0,329.0
373.0,323.0
861.5,322.0
1924.0,303.0
2230.0,254.0
927.0,257.0
250.0,207.0
284.0,239.0
2040.0,454.0
500.0,380.0
862.0,279.0
370.0,362.0
320.0,158.0
1260.0,539.0
791.0,321.0
310.7,293.0
211.5,299.0
505.0,304.0
232.0,515.0
511.0,281.0
884.0,543.0
300.0,258.0
2224.0,321.0
820.0,229.0
1089.0,573.0
2360.0,540.0
371.0,548.0
416.0,303.0
416.0,303.0
425.0,454.0
1044.0,629.0
2357.0,499.0
813.0,320.0
1524.0,303.0
500.0,379.0
414.0,553.0
791.0,321.0
2040.0,549.0
315.0,218.0
438.0,207.0
780.0,553.0
939.0,835.5
