Fleng,Fwidth
524.0,543.0
564.0,574.0
1979.5,539.0
369.0,513.0
814.0,331.0
821.0,543.0
655.0,501.0
795.0,856.5
730.0,544.0
908.0,543.0
690.0,544.0
453.0,541.0
152.5,542.0
812.0,543.0
990.0,300.0
326.0,430.0
1413.0,769.5
764.0,572.0
832.0,764.0
889.0,553.0
957.0,543.0
1377.0,343.0
973.0,543.0
2400.0,520.0
298.0,573.0
889.0,553.0
482.0,550.0
973.0,543.0
834.0,268.0
913.0,543.0
2040.0,450.0
539.0,311.0
415.0,543.0
771.0,343.0
1644.0,553.0
925.0,280.0
1644.0,553.0
813.0,551.0
2420.0,364.0
764.0,535.0
1865.0,544.0
745.0,544.0
429.5,541.0
870.0,225.0
694.0,803.5
753.0,603.0
770.0,324.0
1028.5,302.0
412.0,313.0
813.0,546.0
424.0,301.0
401.0,363.0
2090.0,554.0
519.0,543.0
732.5,389.0
2340.0,514.0
833.0,826.5
655.0,530.0
861.5,272.0
1606.0,560.0
875.0,554.0
343.5,342.0
2040.0,476.0
200.0,344.0
564.0,559.0
874.5,563.5
672.0,363.0
832.0,554.0
755.0,574.0
2045.0,544.0
425.0,344.0
435.0,543.0
941.0,543.0
415.0,543.0
424.0,301.0
748.5,808.5
401.0,363.0
769.0,513.0
232.0,360.0
2055.0,560.0
672.0,363.0
450.0,281.0
779.0,323.0
397.0,543.0
424.5,279.0
769.0,513.0
478.0,293.0
1019.0,528.0
1413.0,261.0
672.0,363.0
2045.0,544.0
482.0,550.0
877.0,543.0
600.5,587.0
882.0,620.0
844.0,433.0
913.0,543.0
776.5,330.0
1730.0,350.0
1730.0,350.0
813.0,546.0
450.0,573.0
1897.0,762.0
2340.0,514.0
769.0,513.0
161.5,317.0
799.5,340.0
465.0,343.0
501.0,481.0
316.0,300.0
518.0,554.0
2260.0,184.0
443.0,543.0
730.0,544.0
730.0,544.0
753.0,603.0
690.0,544.0
2040.0,544.0
1565.0,304.0
2040.0,544.0
857.0,543.0
2114.0,180.0
415.0,543.0
414.0,553.0
214.0,338.0
804.0,181.0
812.0,543.0
406.0,339.0
200.0,370.0
1413.0,273.0
875.0,554.0
672.0,363.0
674.5,552.0
443.0,543.0
443.0,543.0
776.5,330.0
934.0,331.0
857.0,543.0
453.0,541.0
812.0,543.0
419.5,279.0
908.0,543.0
412.0,323.0
460.0,544.0
440.5,541.0
690.0,450.0
415.0,543.0
2040.0,544.0
857.0,543.0
762.0,825.0
1430.0,370.0
931.0,431.0
839.0,363.0
460.0,544.0
564.0,574.0
896.0,261.0
896.0,279.0
857.0,543.0
314.0,411.0
539.0,331.0
733.0,350.0
812.0,543.0
487.7,291.0
576.0,620.0
199.5,587.0
400.0,547.0
1732.0,303.0
394.9,351.0
401.0,363.0
580.0,560.0
493.0,803.5
678.0,448.0
655.0,530.0
351.0,330.0
2322.0,294.0
975.0,274.0
938.0,272.0
1413.0,273.0
832.0,300.0
1377.0,543.0
435.0,543.0
690.0,544.0
519.0,303.0
539.0,331.0
775.0,280.0
524.0,543.0
925.0,310.0
412.0,323.0
412.0,323.0
845.0,330.0
401.0,363.0
519.0,331.0
414.0,553.0
1094.0,561.0
539.0,331.0
414.0,553.0
543.0,328.0
2240.5,292.0
405.0,339.0
564.0,553.0
957.0,543.0
745.0,544.0
924.0,525.0
764.0,535.0
2045.0,544.0
2000.0,544.0
443.0,421.0
919.0,423.0
443.0,421.0
888.0,358.0
738.0,895.5
857.0,543.0
519.0,331.0
813.0,546.0
857.0,543.0
2090.0,554.0
1380.0,814.0
800.0,536.0
1690.0,544.0
867.0,281.0
804.0,543.0
672.0,363.0
745.0,544.0
386.0,536.0
755.0,544.0
161.5,337.0
2363.0,449.0
456.0,271.0
2420.0,364.0
780.0,498.0
857.0,299.0
832.0,300.0
1783.0,334.0
671.0,359.0
1560.0,343.0
401.0,554.0
2420.0,344.0
878.0,299.0
973.0,543.0
460.0,544.0
908.0,543.0
160.0,428.0
600.0,382.0
827.0,206.0
624.0,543.0
2045.0,560.0
477.0,531.0
1704.0,393.0
869.0,313.0
443.0,543.0
539.0,331.0
470.0,544.0
412.0,323.0
414.0,330.0
386.0,536.0
2085.0,359.0
672.0,363.0
1555.5,804.0
745.0,544.0
2040.0,544.0
2000.0,544.0
452.0,471.0
363.0,603.0
1300.0,340.0
2055.0,537.0
2322.0,294.0
925.0,280.0
804.0,531.0
957.0,543.0
957.0,543.0
770.0,544.0
2375.0,330.0
200.0,732.0
477.0,531.0
526.0,580.0
774.0,183.0
913.0,543.0
440.5,541.0
888.0,358.0
2040.0,360.0
762.0,700.0
575.0,544.0
1301.0,975.0
839.0,363.0
839.0,363.0
414.0,553.0
2340.0,514.0
1301.0,411.0
326.0,430.0
2322.0,294.0
405.0,339.0
804.0,543.0
655.0,500.0
973.0,543.0
730.0,476.0
2040.0,544.0
730.0,544.0
2040.0,544.0
941.0,543.0
400.0,382.0
400.0,382.0
896.0,351.0
1565.0,310.0
354.0,333.0
957.0,543.0
833.5,863.5
429.5,541.0
908.0,543.0
2326.0,575.0
844.0,433.0
919.0,423.0
774.0,183.0
414.0,521.0
864.0,553.0
867.0,299.0
827.0,206.0
672.0,363.0
526.0,299.0
1775.0,753.0
354.0,333.0
460.0,544.0
899.0,543.0
1732.0,303.0
519.0,331.0
419.0,553.0
682.0,430.0
2055.0,543.0
200.0,344.0
771.0,343.0
564.0,541.0
832.0,300.0
435.0,543.0
973.0,473.0
770.0,480.0
415.0,543.0
2055.0,314.0
414.0,553.0
214.0,338.0
465.0,407.0
814.0,331.0
430.0,544.0
812.0,543.0
478.0,293.0
470.0,550.0
857.0,543.0
857.0,301.0
351.0,330.0
414.0,553.0
814.0,331.0
2414.0,370.0
384.0,553.0
672.0,363.0
745.0,550.0
804.0,199.0
397.0,543.0
1264.0,341.0
804.0,531.0
938.0,272.0
280.0,300.0
858.0,299.0
832.0,554.0
913.0,543.0
776.5,330.0
420.0,279.0
435.0,543.0
973.0,543.0
443.0,421.0
400.0,382.0
2040.0,354.0
2040.0,544.0
470.0,544.0
845.0,350.0
214.0,338.0
414.0,553.0
400.0,537.0
2340.0,514.0
1301.0,411.0
821.0,543.0
812.0,543.0
812.0,543.0
369.0,513.0
200.0,344.0
804.0,531.0
351.0,330.0
389.0,331.0
450.0,450.0
918.5,331.0
487.7,291.0
214.0,689.0
1264.0,997.0
200.0,370.0
1569.0,343.0
672.0,363.0
2000.0,544.0
2376.0,620.0
834.0,268.0
919.0,423.0
844.0,433.0
913.0,543.0
455.0,354.0
539.0,331.0
925.0,310.0
412.0,323.0
2260.0,360.0
163.5,342.0
465.0,343.0
450.0,281.0
316.0,300.0
518.0,554.0
354.0,333.0
2045.0,570.0
1377.0,343.0
899.0,543.0
770.0,324.0
2040.0,544.0
869.0,313.0
314.0,411.0
808.0,813.5
419.0,553.0
814.0,331.0
2040.0,544.0
2040.0,544.0
769.0,513.0
753.0,603.0
443.0,543.0
400.0,200.0
1735.0,330.0
467.0,328.0
989.0,553.0
769.0,513.0
678.0,448.0
1264.0,170.0
232.0,360.0
839.0,363.0
386.0,536.0
957.0,543.0
1945.0,620.0
775.0,280.0
1980.0,350.0
690.0,544.0
539.0,331.0
180.0,580.0
575.0,304.0
896.5,552.0
1009.0,543.0
435.0,543.0
785.5,392.0
400.0,324.0
412.0,323.0
415.0,301.0
690.5,410.0
397.0,543.0
678.0,448.0
316.0,300.0
1765.0,550.0
1437.0,525.5
452.0,471.0
860.0,323.0
1508.0,293.0
618.5,526.0
384.0,553.0
465.0,271.0
2420.0,370.0
393.0,546.0
2375.0,380.0
732.5,519.0
401.0,363.0
2090.0,554.0
682.0,430.0
715.0,280.0
225.0,345.0
2122.0,380.0
1264.0,835.0
774.0,183.0
539.0,331.0
476.0,586.0
896.0,279.0
1850.0,610.0
725.0,540.0
2375.0,370.0
519.0,303.0
762.0,320.0
530.0,200.0
1754.0,318.0
1264.0,341.0
840.0,339.0
804.0,261.0
858.0,299.0
889.0,553.0
924.0,525.0
991.0,543.0
882.0,400.0
834.0,250.0
213.5,358.0
243.0,525.5
411.0,299.0
316.0,300.0
354.0,333.0
435.0,543.0
460.0,544.0
1959.0,94.0
941.0,60.0
798.0,70.0
412.0,323.0
2055.0,324.0
762.0,428.0
2055.0,563.0
857.0,543.0
845.0,330.0
814.0,331.0
845.0,350.0
762.0,329.0
460.0,330.0
841.0,339.0
456.0,271.0
419.5,279.0
991.0,543.0
400.0,70.0
477.0,60.0
1704.0,60.0
844.0,60.0
2400.0,100.0
386.0,70.0
465.0,343.0
672.0,363.0
889.0,553.0
795.0,857.5
435.5,551.0
411.0,281.0
2045.0,544.0
400.0,372.0
941.0,543.0
896.0,351.0
804.0,543.0
2420.0,344.0
672.0,363.0
1454.0,755.0
755.0,629.0
450.0,281.0
2045.0,550.0
833.5,863.5
919.0,423.0
844.0,433.0
455.0,409.0
2363.0,449.0
478.0,293.0
487.7,291.0
501.0,497.0
1864.5,924.0
745.0,494.0
2045.0,544.0
745.0,544.0
400.0,372.0
443.0,421.0
1555.0,480.0
415.0,301.0
415.0,301.0
389.0,403.0
682.0,814.0
755.0,544.0
875.0,554.0
755.0,630.0
435.0,543.0
199.5,587.0
913.0,543.0
2040.0,544.0
539.0,311.0
2040.0,544.0
431.0,330.0
908.0,70.0
550.0,92.0
2400.0,100.0
1259.0,70.0
1403.0,60.0
400.0,70.0
400.0,70.0
1600.0,92.0
753.0,80.0
880.0,70.0
1569.0,343.0
384.0,553.0
465.0,271.0
2420.0,364.0
465.0,343.0
832.0,300.0
832.0,300.0
473.0,471.0
2040.0,544.0
2000.0,544.0
941.0,70.0
941.0,60.0
2400.0,100.0
70.0,300.0
1732.0,70.0
910.0,428.0
895.0,360.0
756.5,444.5
756.5,444.5
526.0,416.5
896.0,353.0
1734.5,539.0
845.0,330.0
975.0,430.0
678.0,448.0
478.0,293.0
807.5,340.0
975.0,274.0
764.0,680.0
267.5,250.0
1864.0,200.0
1958.5,352.0
412.0,323.0
1380.0,350.0
478.0,293.0
827.0,224.0
465.0,343.0
763.5,279.5
298.0,573.0
832.0,300.0
882.0,269.0
440.5,471.0
363.0,603.0
180.0,580.0
839.0,363.0
2090.0,554.0
769.0,513.0
430.0,544.0
769.0,513.0
406.0,339.0
429.5,541.0
1945.0,600.0
443.0,543.0
913.0,543.0
2040.0,360.0
943.0,586.0
564.0,574.0
1437.0,304.0
813.0,934.0
1732.0,303.0
827.0,329.0
419.0,553.0
2055.0,553.0
769.0,513.0
821.0,543.0
2340.0,514.0
2363.0,326.0
770.0,280.0
465.0,343.0
655.0,544.0
384.0,70.0
1866.5,401.5
771.0,416.5
401.5,401.5
835.0,300.0
609.5,563.5
443.0,543.0
775.0,280.0
869.0,313.0
1094.0,561.0
2400.0,100.0
143.5,560.0
393.0,70.0
624.0,70.0
864.0,70.0
844.0,60.0
443.0,60.0
1217.0,70.0
435.0,70.0
813.0,70.0
412.0,323.0
690.0,544.0
857.0,543.0
214.0,338.0
1301.0,411.0
200.0,344.0
672.0,363.0
564.0,559.0
672.0,363.0
672.0,363.0
443.0,543.0
564.0,574.0
1850.0,610.0
160.0,428.0
314.0,411.0
580.0,452.0
214.0,338.0
1439.0,332.0
386.0,536.0
369.0,513.0
919.0,423.0
373.0,352.0
393.0,546.0
393.0,546.0
814.0,331.0
450.0,931.0
1690.0,544.0
2040.0,544.0
465.0,343.0
672.0,363.0
564.0,553.0
1606.0,560.0
672.0,363.0
495.0,531.0
2045.0,494.0
564.0,574.0
400.0,382.0
888.0,358.0
415.0,543.0
1260.0,575.0
424.0,301.0
519.0,341.0
975.0,430.0
839.0,363.0
961.0,330.0
812.0,543.0
1019.0,528.0
900.0,544.0
780.0,498.0
316.0,300.0
755.0,629.0
764.0,535.0
435.0,543.0
973.0,543.0
973.0,543.0
2040.0,360.0
1437.0,588.0
896.0,261.0
1505.0,324.0
424.0,301.0
808.0,393.5
2375.0,364.0
326.0,430.0
841.0,289.0
200.0,344.0
793.5,552.0
731.0,280.0
465.0,343.0
672.0,363.0
857.0,299.0
919.0,60.0
1403.0,60.0
812.0,70.0
899.0,70.0
861.5,416.5
861.5,416.5
910.0,428.0
951.5,596.5
696.5,533.5
1019.0,450.0
795.0,280.0
2040.0,544.0
882.0,400.0
774.0,183.0
738.0,895.5
1300.0,340.0
430.0,544.0
769.0,513.0
501.0,481.0
832.0,300.0
990.0,300.0
678.0,448.0
770.0,280.0
672.0,363.0
526.0,299.0
279.0,856.5
1833.0,800.0
435.0,543.0
770.0,544.0
2150.0,544.0
858.0,299.0
435.0,543.0
745.0,544.0
343.5,342.0
495.0,531.0
400.0,372.0
730.0,544.0
1437.0,561.0
1437.0,588.0
2350.0,440.0
808.0,388.5
864.0,553.0
864.0,553.0
450.0,390.4
2040.0,544.0
225.0,345.0
478.0,293.0
1785.0,680.0
279.0,857.5
1943.5,542.0
795.0,410.5
908.0,543.0
1060.0,70.0
991.0,60.0
397.0,70.0
1866.0,70.0
400.0,70.0
415.0,70.0
1704.0,60.0
414.0,70.0
857.0,473.0
844.5,519.0
377.9,351.0
351.0,330.0
465.0,407.0
678.0,448.0
478.0,293.0
841.0,289.0
889.0,553.0
419.5,279.0
755.0,744.0
857.0,299.0
1865.0,544.0
520.5,563.5
414.0,521.0
455.0,354.0
400.0,324.0
725.0,544.0
1300.0,450.0
914.0,409.0
489.0,560.0
896.0,353.0
410.0,354.0
1505.0,330.0
845.0,330.0
953.0,866.5
397.0,543.0
1736.0,338.0
326.0,430.0
2322.0,294.0
2045.0,544.0
1918.5,542.0
882.0,279.0
2350.0,424.0
913.0,543.0
539.0,331.0
400.0,314.0
733.0,360.0
1301.0,682.0
450.0,450.0
896.0,351.0
400.0,314.0
762.0,428.0
539.0,311.0
1260.0,575.0
2375.0,364.0
2090.0,560.0
580.0,554.0
867.0,299.0
487.7,291.0
1419.0,813.0
775.0,280.0
2040.0,550.0
470.0,544.0
415.0,301.0
400.0,537.0
682.0,370.0
672.0,363.0
889.0,553.0
1865.0,544.0
811.0,70.0
2400.0,100.0
957.0,70.0
877.0,60.0
412.0,70.0
821.0,70.0
143.5,560.0
864.0,70.0
123.5,408.0
624.0,100.0
1242.0,70.0
869.0,70.0
877.0,70.0
2380.0,100.0
419.0,70.0
991.0,60.0
877.0,60.0
2400.0,100.0
1403.0,70.0
771.0,416.5
435.0,543.0
2375.0,324.0
1437.0,561.0
575.0,310.0
869.0,313.0
827.0,329.0
2375.0,364.0
864.0,553.0
487.7,291.0
2322.0,294.0
467.0,328.0
2090.0,554.0
453.0,541.0
2363.0,449.0
2322.0,294.0
232.0,360.0
841.0,339.0
694.0,803.5
731.0,280.0
280.0,300.0
1616.0,370.0
804.0,269.0
672.0,363.0
1600.5,472.0
429.5,541.0
539.0,331.0
2114.0,561.0
914.0,409.0
2090.0,554.0
982.0,349.0
814.0,331.0
2040.0,544.0
812.0,543.0
232.0,360.0
731.0,270.0
465.0,343.0
539.0,331.0
429.0,351.0
429.0,351.0
429.0,351.0
920.0,217.0
1264.0,428.0
861.5,272.0
804.0,251.0
435.5,551.0
463.5,542.0
435.0,543.0
473.0,471.0
973.0,543.0
501.0,70.0
495.0,531.0
941.0,543.0
991.0,543.0
2400.0,100.0
501.0,70.0
957.0,70.0
2400.0,100.0
654.0,94.0
363.0,80.0
1959.0,120.0
915.0,70.0
869.0,70.0
400.0,70.0
941.0,70.0
771.0,416.5
401.5,401.5
651.5,348.0
776.5,533.5
651.5,348.5
762.0,440.0
465.0,343.0
465.0,343.0
316.0,300.0
354.0,333.0
435.0,543.0
435.0,543.0
2040.0,560.0
2326.0,575.0
443.0,421.0
774.0,183.0
795.0,280.0
857.0,299.0
744.0,555.0
435.5,551.0
745.0,544.0
435.0,543.0
2150.0,544.0
770.0,544.0
2350.0,442.0
882.0,595.0
804.0,279.0
1680.0,250.5
804.0,531.0
1556.0,560.0
755.0,1173.0
834.0,250.0
2260.0,184.0
813.0,350.0
180.0,580.0
1735.0,330.0
725.0,414.0
1729.5,539.0
2055.0,330.0
2090.0,554.0
982.0,349.0
678.0,448.0
708.0,380.0
213.5,358.0
1556.0,550.0
465.0,343.0
1419.0,331.0
869.0,313.0
1540.5,472.0
396.0,351.0
599.0,549.0
580.0,560.0
580.0,554.0
369.0,513.0
800.0,70.0
400.0,70.0
941.0,60.0
654.0,120.0
908.0,70.0
857.0,70.0
857.0,70.0
913.0,70.0
363.0,70.0
600.0,92.0
919.0,60.0
1600.0,92.0
989.0,70.0
696.5,326.5
734.5,499.5
771.0,416.5
843.0,391.0
888.0,358.0
429.0,351.0
1864.0,550.0
834.0,250.0
774.0,183.0
1600.0,550.0
1028.5,302.0
813.0,546.0
389.0,329.0
400.0,543.0
397.0,543.0
2090.0,554.0
425.0,344.0
