uid,pid_raw,Fleng,Fwidth
399,data1_399,417.0,70.0
400,data1_400,500.0,120.0
401,data1_401,1600.0,75.0
402,data1_402,441.0,303.0
403,data1_403,416.0,303.0
404,data1_404,425.5,279.0
405,data1_405,2100.0,334.0
406,data1_406,2100.0,334.0
407,data1_407,262.0,327.0
408,data1_408,413.0,199.0
409,data1_409,639.0,359.0
410,data1_410,354.0,283.0
411,data1_411,400.0,301.0
412,data1_412,700.0,330.0
413,data1_413,370.0,560.0
414,data1_414,837.0,537.0
415,data1_415,828.0,443.0
416,data1_416,382.0,321.0
417,data1_417,382.0,321.0
418,data1_418,418.0,310.0
419,data1_419,384.0,310.0
420,data1_420,982.0,327.0
421,data1_421,2220.0,474.0
422,data1_422,1482.0,500.0
423,data1_423,953.0,333.0
424,data1_424,356.0,331.0
425,data1_425,789.0,273.0
426,data1_426,776.0,543.0
427,data1_427,249.5,1148.5
428,data1_428,430.0,361.0
429,data1_429,169.5,359.0
430,data1_430,2040.0,544.0
431,data1_431,844.0,333.0
432,data1_432,444.0,333.0
433,data1_433,1144.0,311.0
434,data1_434,1327.0,277.0
435,data1_435,470.0,274.0
436,data1_436,777.0,543.0
437,data1_437,685.0,378.0
438,data1_438,357.5,539.0
439,data1_439,1149.0,299.0
440,data1_440,608.0,877.5
441,data1_441,944.0,548.0
442,data1_442,315.0,218.0
443,data1_443,416.0,303.0
444,data1_444,2040.0,544.0
445,data1_445,862.0,279.0
446,data1_446,514.0,573.0
447,data1_447,249.5,299.0
448,data1_448,600.0,304.0
449,data1_449,908.0,322.0
450,data1_450,1965.0,360.0
451,data1_451,253.0,400.0
452,data1_452,659.0,313.0
453,data1_453,789.0,273.0
454,data1_454,154.5,1003.5
455,data1_455,932.0,450.0
456,data1_456,2382.0,535.0
457,data1_457,182.0,330.0
458,data1_458,845.5,317.0
459,data1_459,2352.0,230.0
460,data1_460,1399.5,263.5
461,data1_461,513.0,551.0
462,data1_462,875.0,380.0
463,data1_463,1080.5,362.0
464,data1_464,589.0,60.0
465,data1_465,777.0,60.0
466,data1_466,884.0,60.0
467,data1_467,764.0,60.0
468,data1_468,1432.0,70.0
469,data1_469,718.0,60.0
470,data1_470,773.0,70.0
471,data1_471,1433.0,60.0
472,data1_472,1114.0,150.0
473,data1_473,884.0,70.0
474,data1_474,395.5,360.0
475,data1_475,862.0,261.0
476,data1_476,1247.0,665.5
477,data1_477,414.0,553.0
478,data1_478,255.0,328.0
479,data1_479,782.0,311.0
480,data1_480,313.5,549.5
481,data1_481,888.0,553.0
482,data1_482,306.5,302.0
483,data1_483,674.0,305.0
484,data1_484,2400.0,550.0
485,data1_485,154.5,595.0
486,data1_486,1679.0,180.0
487,data1_487,2321.0,550.0
488,data1_488,497.0,449.0
489,data1_489,264.0,343.0
490,data1_490,422.0,303.0
491,data1_491,755.0,420.0
492,data1_492,1832.0,755.0
493,data1_493,1590.0,354.0
494,data1_494,780.0,553.0
495,data1_495,430.0,361.0
496,data1_496,520.0,360.0
497,data1_497,795.0,311.0
498,data1_498,300.0,330.0
499,data1_499,300.0,330.0
500,data1_500,753.0,301.0
501,data1_501,1164.0,553.0
502,data1_502,768.0,250.0
503,data1_503,384.0,373.0
504,data1_504,902.5,452.0
505,data1_505,650.0,655.0
506,data1_506,421.0,363.0
507,data1_507,284.0,323.0
508,data1_508,664.0,311.0
509,data1_509,397.0,299.0
510,data1_510,264.0,343.0
511,data1_511,1400.0,294.0
512,data1_512,902.0,320.0
513,data1_513,400.6,311.0
514,data1_514,2397.0,440.0
515,data1_515,894.0,560.0
516,data1_516,564.0,559.0
517,data1_517,1153.5,483.5
518,data1_518,844.0,333.0
519,data1_519,2330.0,312.0
520,data1_520,777.0,654.0
521,data1_521,511.0,281.0
522,data1_522,878.0,363.0
523,data1_523,459.0,729.0
524,data1_524,903.5,541.0
525,data1_525,866.0,543.0
526,data1_526,2119.0,160.0
527,data1_527,582.0,160.0
528,data1_528,182.0,330.0
529,data1_529,430.0,309.0
530,data1_530,2321.0,550.0
531,data1_531,971.0,543.0
532,data1_532,262.0,327.0
533,data1_533,975.0,330.0
534,data1_534,1550.0,70.0
535,data1_535,2265.0,70.0
536,data1_536,150.0,276.0
537,data1_537,110.0,330.0
538,data1_538,320.0,60.0
539,data1_539,320.0,60.0
540,data1_540,962.0,70.0
541,data1_541,1326.5,145.5
542,data1_542,776.0,70.0
543,data1_543,1634.0,70.0
544,data1_544,874.0,398.0
545,data1_545,1395.0,698.0
546,data1_546,1820.0,754.0
547,data1_547,1883.5,896.0
548,data1_548,2190.0,304.0
549,data1_549,844.0,303.0
550,data1_550,900.0,360.0
551,data1_551,425.5,361.0
552,data1_552,962.0,548.0
553,data1_553,441.0,303.0
554,data1_554,1114.0,333.0
555,data1_555,403.0,330.0
556,data1_556,1018.0,371.0
557,data1_557,664.0,291.0
558,data1_558,789.0,273.0
559,data1_559,450.0,544.0
560,data1_560,844.0,333.0
561,data1_561,444.0,333.0
562,data1_562,586.0,293.0
563,data1_563,767.7,308.0
564,data1_564,430.0,361.0
565,data1_565,914.0,353.0
566,data1_566,782.0,323.0
567,data1_567,415.0,288.0
568,data1_568,415.0,288.0
569,data1_569,333.8,300.0
570,data1_570,1468.0,554.0
571,data1_571,450.0,332.0
572,data1_572,2220.0,294.0
573,data1_573,1339.0,304.0
574,data1_574,850.5,301.0
575,data1_575,255.0,328.0
576,data1_576,1260.0,539.0
577,data1_577,2064.0,321.0
578,data1_578,373.0,311.0
579,data1_579,1494.5,782.0
580,data1_580,404.0,553.0
581,data1_581,827.0,563.0
582,data1_582,1014.0,323.0
583,data1_583,235.0,273.0
584,data1_584,866.0,543.0
585,data1_585,417.8,433.0
586,data1_586,740.5,348.0
587,data1_587,1599.5,720.0
588,data1_588,654.0,320.0
589,data1_589,2020.0,284.0
590,data1_590,1402.5,379.0
591,data1_591,640.5,312.0
592,data1_592,1247.0,311.0
593,data1_593,971.0,543.0
594,data1_594,414.0,553.0
595,data1_595,1089.0,573.0
596,data1_596,925.0,324.0
597,data1_597,474.0,411.0
598,data1_598,866.0,543.0
599,data1_599,2400.0,440.0
600,data1_600,757.0,343.0
601,data1_601,413.0,303.0
602,data1_602,680.0,330.0
603,data1_603,2382.0,544.0
604,data1_604,1884.0,330.0
605,data1_605,2197.0,324.0
606,data1_606,1847.0,310.0
607,data1_607,2203.0,60.0
608,data1_608,383.0,75.0
609,data1_609,383.0,75.0
610,data1_610,844.0,110.0
611,data1_611,953.0,60.0
612,data1_612,333.0,70.0
613,data1_613,780.0,80.0
614,data1_614,900.0,100.0
615,data1_615,780.0,60.0
616,data1_616,764.0,60.0
617,data1_617,218.5,290.0
618,data1_618,862.0,261.0
619,data1_619,990.0,260.0
620,data1_620,892.0,311.0
621,data1_621,776.0,543.0
622,data1_622,950.0,300.0
623,data1_623,645.0,370.0
624,data1_624,2040.0,544.0
625,data1_625,1156.0,328.0
626,data1_626,586.0,293.0
627,data1_627,440.0,324.0
628,data1_628,1760.0,299.0
629,data1_629,1089.0,573.0
630,data1_630,414.0,553.0
631,data1_631,1925.0,399.0
632,data1_632,740.0,398.0
633,data1_633,1686.0,294.0
634,data1_634,1064.0,309.0
635,data1_635,926.0,318.0
636,data1_636,1224.0,595.0
637,data1_637,312.0,320.0
638,data1_638,820.0,751.0
639,data1_639,2222.0,344.0
640,data1_640,1884.0,303.0
641,data1_641,2321.0,407.0
642,data1_642,413.0,291.0
643,data1_643,420.0,353.0
644,data1_644,862.0,279.0
645,data1_645,664.0,291.0
646,data1_646,284.0,323.0
647,data1_647,1457.0,450.0
648,data1_648,849.0,523.0
649,data1_649,831.0,316.0
650,data1_650,485.0,580.0
651,data1_651,435.0,544.0
652,data1_652,875.0,380.0
653,data1_653,300.5,301.0
654,data1_654,945.0,324.0
655,data1_655,975.0,330.0
656,data1_656,457.0,354.0
657,data1_657,1644.0,320.0
658,data1_658,384.0,310.0
659,data1_659,2410.0,564.0
660,data1_660,455.5,251.0
661,data1_661,670.5,260.0
662,data1_662,727.0,293.0
663,data1_663,2150.0,560.0
664,data1_664,448.0,305.0
665,data1_665,923.0,305.0
666,data1_666,311.5,472.0
667,data1_667,685.0,771.0
668,data1_668,818.5,361.0
669,data1_669,474.0,560.0
670,data1_670,777.0,654.0
671,data1_671,2320.0,288.0
672,data1_672,762.0,660.0
673,data1_673,760.0,430.0
674,data1_674,1340.0,675.0
675,data1_675,2020.0,284.0
676,data1_676,753.0,278.0
677,data1_677,726.0,60.0
678,data1_678,820.0,150.0
679,data1_679,2164.0,302.0
680,data1_680,564.0,543.0
681,data1_681,589.0,413.0
682,data1_682,425.5,361.0
683,data1_683,284.0,231.0
684,data1_684,182.0,280.0
685,data1_685,564.0,559.0
686,data1_686,250.0,732.0
687,data1_687,908.0,322.0
688,data1_688,945.0,324.0
689,data1_689,1002.0,311.0
690,data1_690,640.0,628.0
691,data1_691,878.0,363.0
692,data1_692,421.0,363.0
693,data1_693,2040.0,544.0
694,data1_694,284.0,323.0
695,data1_695,1671.0,570.0
696,data1_696,775.0,287.0
697,data1_697,200.0,325.0
698,data1_698,750.0,344.0
699,data1_699,1266.0,553.0
700,data1_700,2347.0,544.0
701,data1_701,417.8,433.0
702,data1_702,2382.0,544.0
703,data1_703,463.0,520.0
704,data1_704,1326.0,373.5
705,data1_705,1916.0,402.5
706,data1_706,407.0,402.5
707,data1_707,944.0,548.0
708,data1_708,918.0,302.0
709,data1_709,1807.0,291.0
710,data1_710,310.0,293.0
711,data1_711,983.0,868.5
712,data1_712,479.0,161.0
713,data1_713,2347.0,479.0
714,data1_714,371.0,556.0
715,data1_715,286.0,560.0
716,data1_716,232.0,515.0
717,data1_717,826.0,353.0
718,data1_718,480.0,600.0
719,data1_719,799.0,363.0
720,data1_720,450.0,894.0
721,data1_721,1154.0,529.0
722,data1_722,450.0,544.0
723,data1_723,1499.0,180.0
724,data1_724,1530.0,330.0
725,data1_725,664.0,311.0
726,data1_726,575.5,352.0
727,data1_727,757.0,343.0
728,data1_728,853.0,309.0
729,data1_729,844.0,303.0
730,data1_730,2190.0,330.0
731,data1_731,2200.0,334.0
732,data1_732,232.0,350.0
733,data1_733,2271.0,270.0
734,data1_734,2040.0,570.0
735,data1_735,435.0,344.0
736,data1_736,1759.5,263.0
737,data1_737,902.0,320.0
738,data1_738,2000.0,574.0
739,data1_739,758.0,398.0
740,data1_740,2360.0,444.0
741,data1_741,782.0,323.0
742,data1_742,920.0,330.0
743,data1_743,1010.0,553.0
744,data1_744,384.0,298.0
745,data1_745,982.0,327.0
746,data1_746,326.0,321.0
747,data1_747,844.0,333.0
748,data1_748,875.0,555.0
749,data1_749,425.0,321.0
750,data1_750,945.0,324.0
751,data1_751,613.5,776.5
752,data1_752,2320.0,554.0
753,data1_753,887.0,360.0
754,data1_754,836.0,199.0
755,data1_755,1445.5,535.0
756,data1_756,713.5,418.0
757,data1_757,1607.0,354.0
758,data1_758,781.9,323.0
759,data1_759,333.8,300.0
760,data1_760,1598.0,290.0
761,data1_761,675.0,554.0
762,data1_762,233.5,312.0
763,data1_763,182.0,330.0
764,data1_764,528.0,344.0
765,data1_765,1811.0,410.0
766,data1_766,382.0,309.0
767,data1_767,936.0,400.5
768,data1_768,1916.0,402.5
769,data1_769,717.5,352.5
770,data1_770,123.5,510.0
771,data1_771,143.5,510.0
772,data1_772,1246.0,70.0
773,data1_773,1710.0,70.0
774,data1_774,344.8,70.0
775,data1_775,1394.0,60.0
776,data1_776,444.0,70.0
777,data1_777,459.0,729.0
778,data1_778,1490.0,730.0
779,data1_779,753.0,278.0
780,data1_780,664.0,311.0
781,data1_781,815.0,353.0
782,data1_782,384.0,373.0
783,data1_783,706.0,861.5
784,data1_784,364.0,311.0
785,data1_785,364.0,311.0
786,data1_786,415.0,288.0
787,data1_787,629.0,310.0
788,data1_788,373.0,323.0
789,data1_789,706.5,322.0
790,data1_790,2420.0,324.0
791,data1_791,310.7,459.5
792,data1_792,1686.0,294.0
793,data1_793,636.5,302.0
794,data1_794,494.0,281.0
795,data1_795,1773.0,266.0
796,data1_796,718.0,293.0
797,data1_797,870.0,550.0
798,data1_798,284.0,323.0
799,data1_799,945.0,324.0
800,data1_800,862.0,279.0
801,data1_801,808.0,373.0
802,data1_802,2295.0,364.0
803,data1_803,1114.0,264.0
804,data1_804,2330.0,312.0
805,data1_805,416.0,303.0
806,data1_806,777.0,634.0
807,data1_807,711.5,279.0
808,data1_808,664.0,311.0
809,data1_809,398.0,353.0
810,data1_810,432.0,380.0
811,data1_811,643.0,300.0
812,data1_812,270.0,300.0
813,data1_813,666.0,330.0
814,data1_814,370.0,554.0
815,data1_815,2119.0,330.0
816,data1_816,2360.0,536.0
817,data1_817,918.0,303.0
818,data1_818,441.0,303.0
819,data1_819,945.0,324.0
820,data1_820,463.0,333.0
821,data1_821,953.0,333.0
822,data1_822,953.0,333.0
823,data1_823,604.0,519.0
824,data1_824,1020.0,300.0
825,data1_825,844.0,333.0
826,data1_826,875.0,555.0
827,data1_827,509.0,100.0
828,data1_828,625.0,80.0
829,data1_829,1209.5,80.0
830,data1_830,516.0,70.0
831,data1_831,1004.0,110.0
832,data1_832,1089.0,70.0
833,data1_833,884.0,70.0
834,data1_834,299.0,70.0
835,data1_835,284.0,60.0
836,data1_836,1600.0,75.0
837,data1_837,2208.0,70.0
838,data1_838,1924.0,303.0
839,data1_839,2100.0,310.0
840,data1_840,1064.0,309.0
841,data1_841,1064.0,303.0
842,data1_842,450.0,327.0
843,data1_843,1437.5,483.0
844,data1_844,468.0,259.0
845,data1_845,417.8,433.0
846,data1_846,2382.0,405.0
847,data1_847,2305.0,588.0
848,data1_848,375.0,480.0
849,data1_849,419.0,438.0
850,data1_850,820.0,294.0
851,data1_851,366.0,543.0
852,data1_852,896.0,311.0
853,data1_853,830.0,316.0
854,data1_854,1980.0,324.0
855,data1_855,606.0,100.0
856,data1_856,1796.5,424.5
857,data1_857,932.5,345.5
858,data1_858,450.0,544.0
859,data1_859,405.0,199.0
860,data1_860,1340.0,340.0
861,data1_861,720.0,291.0
862,data1_862,263.0,803.5
863,data1_863,664.0,311.0
864,data1_864,932.0,354.0
865,data1_865,400.6,309.0
866,data1_866,2360.0,540.0
867,data1_867,1300.0,330.0
868,data1_868,384.0,310.0
869,data1_869,1033.5,322.0
870,data1_870,2370.0,295.0
871,data1_871,310.7,293.0
872,data1_872,364.0,303.0
873,data1_873,804.0,308.0
874,data1_874,804.0,303.0
875,data1_875,560.5,341.0
876,data1_876,689.0,280.0
877,data1_877,784.0,352.0
878,data1_878,445.0,455.0
879,data1_879,600.0,150.0
880,data1_880,869.0,70.0
881,data1_881,1004.0,60.0
882,data1_882,780.0,60.0
883,data1_883,727.0,60.0
884,data1_884,953.0,70.0
885,data1_885,643.0,60.0
886,data1_886,1614.0,70.0
887,data1_887,1044.0,70.0
888,data1_888,142.0,530.0
889,data1_889,366.0,543.0
890,data1_890,1679.0,318.0
891,data1_891,640.0,530.0
892,data1_892,2321.0,544.0
893,data1_893,449.0,299.0
894,data1_894,720.0,280.0
895,data1_895,490.0,354.0
896,data1_896,799.0,363.0
897,data1_897,869.0,363.0
898,data1_898,590.0,544.0
899,data1_899,867.0,373.5
900,data1_900,1326.0,373.5
901,data1_901,541.5,384.5
902,data1_902,844.0,110.0
903,data1_903,123.5,569.5
904,data1_904,1585.0,70.0
905,data1_905,1164.0,60.0
906,data1_906,383.0,75.0
907,data1_907,773.0,70.0
908,data1_908,841.0,80.0
909,data1_909,384.0,294.0
910,data1_910,1139.0,324.0
911,data1_911,1550.0,331.0
912,data1_912,850.5,301.0
913,data1_913,482.0,460.0
